First Name,Last Name,BTN Code,End Team,Pos,GP,PPG,PPA,PPP,PPA1,PPA2,54G,54A1,54A2,PPP/60,PPShot,PPMiss,PPBlkd,PPSh%,PPCoSH%,PPPass,PPBlk,PPHitF,PPHitA,PPTOI,PPTOI/G,54TOI/G,54TOF/G,PP%,PPIGP,PPIAP,PPIPP,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,PPPenT,PPPenD,PPCorsi,PPRelC,PPQoC,PPRQoC,Raw Delta,Delta,Delta QS,Delta QO,Delta QT,Delta SOT
Darren,Archibald,DARRENARCHIBALD,VAN,RW/LW,16,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0.4,0.02,0.03,5.47,0.50%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0,-88.5,-83.756,-0.42,0,-0.1,0,0,0,-0.1
Darren,Helm,DARRENHELM,DET,C,42,1,0,1,0,0,1,0,0,2.1,2,1,1,50.00%,25.00%,0,0,1,1,28.3,0.67,0.67,4.53,12.90%,25.00%,0.00%,25.00%,17,11,60.70%,4,0,15,4,6,3,0,9,1,1,57.41,-33.8,-81.187,-2.027,1.8,-0.6,0.4,0.1,0.2,0.1
Darroll,Powe,DARROLLPOWE,NYR,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Dave,Bolland,DAVEBOLLAND,TOR,C,23,1,1,2,1,0,1,1,0,8.8,3,0,1,33.30%,25.00%,5,0,2,1,13.6,0.58,0.51,4.57,10.00%,33.30%,33.30%,66.70%,6,9,40.00%,3,0,13,4,2,0,0,4,1,0,92.44,12.6,-86.726,-4.914,1.6,0.4,0.1,-0.2,0,0.2
David,Backes,DAVIDBACKES,STL,C/RW,74,10,6,16,5,1,10,5,1,4.9,28,21,6,35.70%,18.20%,30,0,12,5,196,2.63,2.58,2.76,48.30%,37.00%,22.20%,59.30%,82,83,49.70%,27,3,136,16,78,6,5,108,7,3,100.39,24.5,-82.826,-4.669,16.3,-1.9,-0.7,-0.6,1.5,-1.7
David,Booth,DAVIDBOOTH,VAN,LW,66,0,1,1,1,0,0,1,0,1.8,4,1,1,0.00%,0.00%,5,0,0,3,32.9,0.48,0.5,4.51,10.00%,0.00%,25.00%,25.00%,1,1,50.00%,4,0,15,5,8,1,2,9,0,0,51.06,-50.6,-83.54,-2.722,1.6,-1.3,0.5,0.1,0.1,-0.7
David,Broll,DAVIDBROLL,TOR,LW,5,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,1,0,0.3,0.05,0.06,6.31,0.90%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0,-68.5,-84.075,-3.54,0,0,0.1,0,0,0
David,Clarkson,DAVIDCLARKSON,TOR,RW,60,1,1,2,0,1,1,0,1,1.9,6,4,5,16.70%,6.70%,0,0,7,11,63.9,1.05,1.06,3.61,22.70%,33.30%,33.30%,66.70%,0,2,0.00%,3,1,37,14,22,3,1,30,3,0,68.98,-19.4,-81.299,-2.406,4.2,-1.6,0.1,-0.5,0.1,-1.9
David,Desharnais,DAVIDDESHARNAIS,MTL,C,79,3,12,15,6,6,3,6,6,4.2,12,4,3,25.00%,15.80%,45,1,0,7,212.5,2.68,2.6,3.11,45.50%,13.60%,54.50%,68.20%,114,85,57.30%,22,7,144,30,65,8,9,97,0,0,79.92,4.4,-83.362,-2.408,15.6,-3.3,-0.4,-0.3,2.3,-1.7
David,Jones,DAVIDJONES,CGY,RW/LW,48,2,0,2,0,0,2,0,0,1.4,12,6,0,16.70%,11.10%,0,0,6,5,86,1.78,1.78,2.74,39.40%,40.00%,0.00%,40.00%,12,9,57.10%,5,3,54,9,30,5,2,31,1,0,70.85,-6.1,-83.935,-10.439,6.8,-1.6,0.4,-0.6,0.5,-1.3
David,Krejci,DAVIDKREJCI,BOS,C,80,3,16,19,8,8,3,7,8,5.6,27,14,19,11.10%,5.00%,60,1,2,8,205.3,2.55,2.49,1.95,56.10%,11.50%,61.50%,73.10%,80,48,62.50%,26,3,168,31,80,4,5,106,1,1,101.48,18.3,-81.096,-0.264,21.7,2.5,-0.9,0,-1.3,0.2
David,Legwand,DAVIDLEGWAND,DET,C,83,6,13,19,9,4,5,8,3,4.8,31,5,5,19.40%,14.60%,64,0,0,6,236.3,2.83,2.75,2.37,53.70%,17.20%,44.80%,62.10%,80,71,53.00%,29,2,176,19,77,3,4,69,3,0,84.88,18,-82.115,-4.897,21.7,0.6,-0.4,-0.1,0,0
David,Moss,DAVIDMOSS,PHX,RW/LW,79,0,2,2,2,0,0,2,0,3.3,2,4,1,0.00%,0.00%,17,0,2,2,36.3,0.45,0.46,4.91,8.60%,0.00%,66.70%,66.70%,2,1,66.70%,3,1,22,3,10,1,1,8,0,0,61.21,-31.5,-73.895,5.373,2.4,-0.6,0.3,0.2,-0.2,-0.3
David,Perron,DAVIDPERRON,EDM,LW/RW,78,8,5,13,3,2,8,3,2,3.5,37,16,15,21.60%,11.80%,27,0,5,10,220.8,2.82,2.69,2.73,49.60%,44.40%,27.80%,72.20%,1,3,25.00%,18,10,145,16,69,12,8,86,4,4,77.69,13.7,-83.026,-3.303,17.7,-2,-0.3,-0.6,2,-1
David,Rundblad,DAVIDRUNDBLAD,CHI,D,17,0,1,1,0,1,0,0,1,2.6,3,2,4,0.00%,0.00%,0,0,0,1,23.1,1.35,1.35,3.6,27.30%,0.00%,50.00%,50.00%,,, ,2,0,23,1,5,0,0,13,0,0,110.04,44.3,-84.753,-2.979,2.5,0.5,0.3,0.1,-0.1,0.7
David,Savard,DAVIDSAVARD,CBJ,D,70,1,3,4,1,2,1,1,2,5.9,5,1,4,20.00%,10.00%,5,2,1,3,40.9,0.58,0.59,4.99,10.60%,12.50%,37.50%,50.00%,,, ,8,0,33,3,15,2,3,20,0,0,99.43,13.1,-81.751,-1.708,5,1.3,0.1,-0.4,-0.1,1
David,Schlemko,DAVIDSCHLEMKO,PHX,D,48,0,3,3,1,2,0,1,2,3.7,7,3,4,0.00%,0.00%,6,2,0,0,48.5,1,1,4.16,19.40%,0.00%,50.00%,50.00%,,, ,6,1,30,10,20,2,4,15,0,0,67.52,-30,-90.736,-7.953,4.5,-0.1,0.3,0.4,-0.3,0.3
David,Steckel,DAVIDSTECKEL,ANA,C,6,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0.3,0.03,0.04,3.68,1.10%,0.00%,0.00%,0.00%,1,0,100.00%,0,0,0,0,1,0,0,1,0,0,450,390.2,-84.224,-2.373,0,-0.1,0,0,0,-0.1
David,Van Der Gulik,DAVIDVANDERGULIK,COL,LW/RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
David,Warsofsky,DAVIDWARSOFSKY,BOS,D,6,0,0,0,0,0,0,0,0,0,1,0,3,0.00%,0.00%,0,0,0,0,15.1,2.5,2.51,2.73,47.90%,0.00%,0.00%,0.00%,,, ,3,0,11,2,2,0,0,7,0,0,83.72,-8,-79.417,-3.793,1.5,0.1,0,0.1,-0.1,0.1
Denis,Grebeshkov,DENISGREBESHKOV,EDM,D,7,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,1,5.3,0.75,0.75,6.71,10.10%,0.00%,0.00%,0.00%,,, ,0,1,2,0,1,0,0,0,0,0,22.71,-50.1,-84.306,-4.195,0.2,-0.4,0.1,-0.2,0.1,-0.4
Dennis,Seidenberg,DENNISSEIDENBERG,BOS,D,34,0,0,0,0,0,0,0,0,0,3,1,0,0.00%,0.00%,0,0,0,0,15.4,0.45,0.45,3.65,11.00%,0.00%,0.00%,0.00%,,, ,1,0,10,1,4,0,0,4,1,0,70.36,-26.2,-82.008,-2.42,1.6,0,0.4,-0.3,-0.2,-0.1
Dennis,Wideman,DENNISWIDEMAN,CGY,D,46,2,2,4,1,1,2,1,1,1.7,33,18,18,6.10%,2.90%,8,1,4,6,143.9,3.12,3.06,2.23,57.80%,16.70%,16.70%,33.30%,,, ,12,6,88,19,49,6,2,47,1,0,69.43,3.9,-81.614,-3.491,11.3,-1.5,0,-0.8,0.7,-1.7
Derek,Dorsett,DEREKDORSETT,NYR,RW,51,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,1,5.2,0.1,0.1,5.18,1.90%,0.00%,0.00%,0.00%,0,0, ,0,0,5,0,1,0,0,0,1,1,69.01,-21.7,-86.716,-0.106,0.4,0,0,-0.1,0,0
Derek,Grant,DEREKGRANT,OTT,C,20,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0.2,0,0.01,5.85,0.20%,0.00%,0.00%,0.00%,0,0, ,0,0,1,0,0,0,0,0,0,0,327.27,238.6,-74.327,7.435,0.1,0,0,0,0,0
Derek,MacKenzie,DEREKMACKENZIE,CBJ,C,71,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,1,0,6.8,0.08,0.1,5.74,1.70%,0.00%,0.00%,0.00%,5,4,55.60%,1,0,3,1,1,2,0,0,1,0,16.9,-70.3,-79.594,0.214,0.4,-0.1,0.2,0,0,0.1
Derek,Morris,DEREKMORRIS,PHX,D,63,0,1,1,0,1,0,0,1,1.7,7,6,3,0.00%,0.00%,0,0,1,0,34.5,0.53,0.55,4.88,10.10%,0.00%,50.00%,50.00%,,, ,2,0,26,11,11,2,1,7,0,0,55.25,-42.6,-80.509,2.062,2.2,-0.8,0.2,-0.1,-0.2,-0.9
Derek,Roy,DEREKROY,STL,C,75,4,12,16,7,5,4,6,4,5.6,26,13,12,15.40%,7.80%,60,1,0,5,171.6,2.28,2.26,3.2,41.40%,22.20%,66.70%,88.90%,63,40,61.20%,18,1,135,18,56,8,5,80,4,0,90.87,5.7,-84.123,-4.308,16.6,1.3,-0.4,-0.2,1.6,2.2
Derek,Smith,DEREKSMITH,CGY,D,14,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0.1,0,0,4.21,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,0,-83.5,-77.829,-2.291,0,0,0,0,0,0
Derek,Stepan,DEREKSTEPAN,NYR,C,82,5,13,18,3,10,4,2,7,4.9,42,19,13,11.90%,6.80%,27,0,1,14,221.7,2.7,2.55,2.61,49.40%,17.40%,56.50%,73.90%,122,120,50.40%,23,5,181,32,78,11,11,103,0,1,93.39,4.1,-75.904,7.048,19.9,0,-0.4,0,0.5,0
Derick,Brassard,DERICKBRASSARD,NYR,C,81,7,11,18,7,4,7,5,4,5.3,36,15,16,19.40%,10.40%,67,0,5,6,204.9,2.52,2.48,2.68,48.10%,36.80%,57.90%,94.70%,94,74,56.00%,19,2,164,27,67,10,11,108,1,0,91.95,0.9,-76.008,-5.777,20.1,1.7,-0.4,-0.3,-0.1,0.9
Deryk,Engelland,DERYKENGELLAND,PIT,D,56,0,1,1,0,1,0,0,1,7.4,2,0,0,0.00%,0.00%,0,0,0,0,8.1,0.13,0.15,5.13,2.80%,0.00%,100.00%,100.00%,,, ,1,1,6,0,0,0,1,3,0,0,59.02,-38.9,-75.868,-1.65,0.6,-0.2,0.2,0.1,-0.1,0
Devante,Smith-Pelly,DEVANTESMITH-PELLY,ANA,RW/C,19,0,0,0,0,0,0,0,0,0,0,1,0,0.00%,0.00%,0,1,1,3,12.8,0.67,0.67,4.42,13.20%,0.00%,0.00%,0.00%,0,0, ,0,0,10,1,6,0,3,4,0,1,74.9,-7.3,-82.003,1.693,1,-0.2,0.1,0,0.1,-0.1
Devin,Setoguchi,DEVINSETOGUCHI,WPG,RW,75,2,1,3,1,0,2,2,0,1.3,15,4,8,13.30%,7.40%,10,0,8,2,134.7,1.78,1.77,3.36,34.50%,20.00%,10.00%,30.00%,0,0, ,10,1,92,20,39,6,6,52,0,1,72.16,-17.3,-88.552,-0.217,9.5,-2.8,0.3,-0.7,2.5,-0.6
Dion,Phaneuf,DIONPHANEUF,TOR,D,80,2,9,11,2,7,2,1,8,2.5,31,17,31,6.50%,2.50%,19,6,4,8,262.7,3.28,3.18,1.92,62.40%,7.70%,34.60%,42.30%,,, ,26,8,216,46,72,15,10,110,4,1,81.38,8.2,-83.554,-1.908,25.1,1,-0.7,-0.3,-0.8,-0.8
Dmitrij,Jaskin,DMITRIJASKIN,STL,RW,18,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,3,10.1,0.55,0.56,4.91,10.20%,0.00%,0.00%,0.00%,0,0, ,0,1,5,3,1,0,0,4,0,0,35.53,-38.5,-83.211,-4.435,0.5,-0.4,0,0.1,0.1,-0.2
Dmitry,Korobov,DMITRYKOROBOV,TBL,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0.2,0.05,0.05,5.29,0.90%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,0,-64.3,-92.169,6.278,0,0,0,0,0,0
Dmitry,Kulikov,DMITRYKULIKOV,FLA,D,81,2,3,5,2,1,2,2,1,1.5,33,15,17,6.10%,3.10%,27,3,5,13,193.7,2.38,2.34,3.39,40.80%,22.20%,33.30%,55.60%,,, ,9,2,111,29,49,9,7,52,0,0,55.06,-23.8,-80.817,-2.901,12.1,-5.1,0.5,-1.1,3.5,-2.2
Dmitry,Orlov,DMITRIORLOV,WSH,D,54,0,1,1,0,1,0,0,1,4.8,2,0,0,0.00%,0.00%,0,0,0,1,12.5,0.22,0.23,5.17,4.30%,0.00%,100.00%,100.00%,,, ,1,1,3,3,1,1,0,1,0,0,4.82,-94.6,-79.286,2.136,0.1,-1,0.4,0,0,-0.6
Dominic,Moore,DOMINICMOORE,NYR,C,73,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,6.8,0.08,0.09,5.04,1.80%,0.00%,0.00%,0.00%,3,6,33.30%,2,0,7,0,0,0,0,0,0,0,78.83,-12.7,-83.863,-3.997,1.1,0.4,0,0,0,0.4
Dougie,Hamilton,DOUGIEHAMILTON,BOS,D,64,2,4,6,2,2,2,2,2,2.9,24,8,16,8.30%,4.20%,13,2,1,5,123.4,1.92,1.89,2.37,44.40%,11.80%,23.50%,35.30%,,, ,17,2,95,14,30,3,2,48,0,0,83.87,-19.4,-83.328,-3.303,14.7,3.3,0,-0.4,-2.8,0.2
Douglas,Murray,DOUGLASMURRAY,MTL,D,53,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0.4,0,0.01,5.64,0.20%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,0,-77.6,-83.151,-1.948,0,0,0,0,0,0
Drayson,Bowman,DRAYSONBOWMAN,CAR,LW/C,70,0,0,0,0,0,0,0,0,0,0,2,0,0.00%,0.00%,0,0,0,0,25.1,0.35,0.36,5.15,6.50%,0.00%,0.00%,0.00%,0,0, ,0,0,16,2,12,1,0,10,1,0,83.61,-0.2,-78.467,4.349,1.6,-0.7,0.3,0.1,0.2,-0.2
Drew,Doughty,DREWDOUGHTY,LAK,D,78,6,10,16,5,4,5,5,3,3.2,61,18,31,9.80%,5.50%,46,2,6,6,303.8,3.88,3.69,2.15,63.20%,18.50%,33.30%,51.90%,,, ,27,4,220,31,111,16,5,107,1,2,85.28,-13,-85.14,-10.259,28,1,-1,-0.6,0.1,-0.4
Drew,Miller,DREWMILLER,DET,LW,82,0,0,0,0,0,0,0,0,0,0,1,1,0.00%,0.00%,0,0,0,0,7.4,0.08,0.09,5.28,1.70%,0.00%,0.00%,0.00%,0,0, ,1,0,3,0,3,0,0,1,0,0,65.31,-18.5,-82.31,-1.595,0.3,-0.3,0.1,-0.1,0.1,-0.2
Drew,Shore,DREWSHORE,FLA,C,24,1,0,1,0,0,1,0,0,3.2,2,1,1,50.00%,25.00%,0,0,0,1,18.8,0.78,0.78,5.71,12.00%,50.00%,0.00%,50.00%,8,4,66.70%,2,1,12,4,5,1,0,4,0,0,54.21,-14.9,-92.56,-5.715,1.4,-0.4,0.4,-0.2,0.3,0.1
Drew,Stafford,DREWSTAFFORD,BUF,RW,70,2,5,7,4,1,2,4,1,2.6,30,11,15,6.70%,3.60%,41,1,5,4,162.7,2.32,2.24,2.82,44.30%,15.40%,38.50%,53.80%,10,10,50.00%,13,3,120,13,54,6,5,61,0,0,84.72,13.8,-84.986,-2.457,16.2,1.5,-0.8,0.2,-0.2,0.7
Duncan,Keith,DUNCANKEITH,CHI,D,79,3,18,21,6,12,3,4,10,5,47,21,47,6.40%,2.60%,45,1,1,3,251.1,3.17,3.02,1.99,60.30%,10.30%,62.10%,72.40%,,, ,29,5,188,35,97,13,4,109,2,1,91.99,13.8,-80.811,-3.162,20.8,-2.8,-1.7,-0.4,4.4,-0.5
Dustin,Brown,DUSTINBROWN,LAK,RW/LW,79,1,3,4,2,1,1,2,1,1.4,27,10,6,3.70%,2.30%,21,0,11,7,168.3,2.12,2.08,3.74,35.70%,6.70%,20.00%,26.70%,1,2,33.30%,15,1,141,22,65,8,4,69,5,0,93.08,6.1,-78.419,-0.17,16.6,1.3,0.1,-0.4,0,0.9
Dustin,Byfuglien,DUSTINBYFUGLIEN,WPG,D,78,8,18,26,8,9,8,8,5,5.8,79,39,39,10.10%,5.10%,66,5,8,5,269.7,3.45,3.28,1.82,64.30%,29.60%,63.00%,92.60%,,, ,27,4,195,31,104,11,6,102,4,0,88.25,10.9,-77.721,0.088,21.4,-2.5,-1.3,-0.4,4.7,0.5
Dustin,Jeffrey,DUSTINJEFFREY,DAL,C,34,0,0,0,0,0,0,0,0,0,5,1,1,0.00%,0.00%,0,0,0,0,11.2,0.32,0.34,5.13,6.20%,0.00%,0.00%,0.00%,3,2,60.00%,0,0,12,3,3,1,0,5,0,0,83.72,-21.9,-78.164,-0.489,1,-0.2,0.1,-0.2,-0.1,-0.4
Dustin,Penner,DUSTINPENNER,WSH,RW/LW,67,5,6,11,5,1,5,4,1,5.1,20,14,4,25.00%,13.20%,39,0,4,5,128.6,1.92,1.83,3.11,37.00%,35.70%,42.90%,78.60%,1,5,16.70%,14,1,94,7,49,6,4,45,1,0,89.95,-3.5,-84.66,-1.051,12.2,0.7,0.2,-0.3,0.2,0.8
Dwight,King,DWIGHTKING,LAK,LW,77,0,1,1,1,0,0,1,0,1.6,4,0,1,0.00%,0.00%,13,0,1,0,38,0.48,0.5,5.3,8.60%,0.00%,50.00%,50.00%,0,0, ,2,1,23,3,11,1,0,16,1,0,73.79,-19.4,-80.804,-1.261,2.3,-1.1,0.3,0.2,0.1,-0.5
Dylan,McIlrath,DYLANMCILRATH,NYR,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,,,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Dylan,Olsen,DYLANOLSEN,FLA,D,44,0,1,1,0,1,0,0,1,7.3,2,0,0,0.00%,0.00%,0,0,1,0,8.2,0.18,0.19,5.42,3.40%,0.00%,33.30%,33.30%,,, ,3,0,3,0,1,2,0,1,0,0,43.99,-29.4,-60.52,8.107,0.7,0.1,0.1,0,0.1,0.3
Ed,Jovanovski,EDJOVANOVSKI,FLA,D,37,0,1,1,0,1,0,0,1,1,8,3,11,0.00%,0.00%,0,0,0,2,60.6,1.63,1.61,4.15,28.00%,0.00%,100.00%,100.00%,,, ,1,0,35,8,9,2,0,21,0,0,56.49,-23.7,-82.098,-1.47,3.8,-1.5,0.4,-0.2,1,-0.3
Elias,Lindholm,ELIASLINDHOLM,CAR,C,58,4,3,7,1,2,3,0,2,2.9,22,6,6,18.20%,11.80%,11,0,2,10,145.3,2.5,2.33,2.79,45.50%,30.00%,30.00%,60.00%,32,19,62.70%,10,2,95,22,48,11,4,64,0,0,79.11,-8.4,-82.472,-3.369,10.9,-1.6,-0.7,0.5,0.5,-1.4
Emerson,Etem,EMERSONETEM,ANA,LW/RW/C,29,1,0,1,0,0,1,0,0,3.2,5,2,1,20.00%,12.50%,0,0,0,2,19,0.65,0.65,4.57,12.50%,100.00%,0.00%,100.00%,0,0, ,1,0,18,2,6,2,1,6,0,0,83.27,-9.6,-83.338,-1.044,2.3,0.6,0.3,-0.2,0.1,0.9
Eriah,Hayes,ERIAHHAYES,SJS,RW,15,0,0,0,0,0,0,0,0,0,0,1,0,0.00%,0.00%,0,0,0,0,0.4,0.02,0.02,4.17,0.50%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,1,0,0,0,0,0,163.64,79.2,-83.08,-1.138,0,0,0,0,0,0
Eric,Boulton,ERICBOULTON,NYI,LW,23,0,0,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,0,0,0,0,1,0.03,0.03,5.25,0.60%,0.00%,0.00%,0.00%,0,0, ,0,0,2,0,0,0,0,0,1,0,167.44,75.5,-82.966,-3.848,0.2,0,0,0,0,0
Eric,Brewer,ERICBREWER,TBL,D,77,0,0,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,0,0,0,0,3.4,0.03,0.04,5.24,0.80%,0.00%,0.00%,0.00%,,, ,0,0,0,0,1,0,1,3,1,0,52.43,-14.2,-80.964,-2.16,0,-0.3,0.1,0,0,-0.1
Eric,Fehr,ERICFEHR,WSH,RW,73,0,1,1,0,1,0,0,1,1.4,11,3,1,0.00%,0.00%,0,0,3,0,44,0.6,0.55,4.73,10.40%,0.00%,25.00%,25.00%,4,2,66.70%,4,0,23,6,14,2,1,8,1,0,59.38,-36.7,-83.126,-2.857,3.1,-0.5,0.4,0.1,-0.2,-0.2
Eric,Gelinas,ERICGELINAS,NJD,D,60,5,12,17,7,5,3,7,5,7,44,11,13,11.40%,7.40%,48,0,7,7,145.7,2.42,2.38,2.66,47.20%,15.80%,63.20%,78.90%,,, ,19,2,110,22,31,5,2,32,2,1,67.56,6.3,-93.63,-7.992,13.5,0.4,0.6,-0.5,1.6,2.2
Eric,Gryba,ERICGRYBA,OTT,D,57,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,7.4,0.12,0.13,5.2,2.40%,0.00%,0.00%,0.00%,,, ,1,0,3,1,1,0,0,0,0,0,32.07,-46.6,-78.735,-0.261,0.1,-0.5,0.3,0,0.1,0
Eric,Nystrom,ERICNYSTROM,NSH,LW/RW,79,0,0,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,5.9,0.07,0.07,4.69,1.50%,0.00%,0.00%,0.00%,0,2,0.00%,0,0,5,1,0,0,0,1,2,1,51.14,-21.8,-83.183,-2.211,0.3,-0.2,0,0,0,-0.2
Eric,O'Dell,ERICODELL,WPG,C,30,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,10.5,0.35,0.36,4.61,7.20%,0.00%,0.00%,0.00%,3,5,37.50%,0,0,3,1,3,1,0,6,1,0,55.05,-22.1,-82.575,-0.622,0.1,-1,0.1,-0.1,0.4,-0.7
Eric,Staal,ERICSTAAL,CAR,C,79,1,11,12,7,4,1,5,3,2.7,43,28,14,2.30%,1.20%,85,0,4,11,263.9,3.33,3.09,2.23,58.10%,5.60%,61.10%,66.70%,132,102,56.40%,18,5,200,26,87,16,10,121,4,1,90.62,12.8,-86.005,-4.689,22,-1,-1.1,0.2,2.3,0.5
Eric,Tangradi,ERICTANGRADI,WPG,LW/C,55,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,7.5,0.13,0.14,4.68,2.90%,0.00%,0.00%,0.00%,0,0, ,0,2,5,0,2,0,0,5,1,0,80.18,-0.7,-83.527,-1.701,-0.3,-1,0.1,0,0.2,-0.7
Erik,Cole,ERIKCOLE,DAL,LW/RW,75,3,4,7,2,2,3,2,2,2.3,29,11,16,10.30%,5.40%,22,0,9,10,182.9,2.43,2.38,3.53,40.30%,20.00%,26.70%,46.70%,13,8,61.90%,15,1,148,27,71,16,8,78,3,1,87.35,-0.2,-91.005,-8.456,18.3,1,-0.3,-0.6,-1.4,-1.3
Erik,Condra,ERIKCONDRA,OTT,RW,76,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,4.2,0.05,0.06,5.22,1.10%,0.00%,0.00%,0.00%,0,0, ,0,0,1,1,1,0,0,1,1,0,28.46,-55.2,-77.991,-1.443,0.1,-0.2,0,0,0,-0.2
Erik,Gudbranson,ERIKGUDBRANSON,FLA,D,65,0,1,1,0,1,0,0,1,1.1,7,6,6,0.00%,0.00%,0,0,2,2,55.8,0.85,0.86,4.96,14.80%,0.00%,50.00%,50.00%,,, ,2,2,31,3,17,2,2,19,2,0,64.52,-1.7,-84.089,-4.023,2.8,-2.3,0,-0.3,1.2,-1.4
Erik,Gustafsson,ERIKGUSTAFSSON,PHI,D,31,0,2,2,1,1,0,1,1,5.6,0,0,3,0.00%,0.00%,4,0,0,0,21.5,0.68,0.69,4.88,12.40%,0.00%,100.00%,100.00%,,, ,2,0,5,4,3,0,1,9,0,0,39.04,-52.6,-80.832,-1.281,0.9,-1,0.4,-0.1,0.1,-0.5
Erik,Haula,ERIKHAULA,MIN,C/LW,46,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,4.8,0.1,0.1,4.4,2.20%,0.00%,0.00%,0.00%,3,5,37.50%,0,0,0,1,0,0,0,2,0,0,12.5,-60.1,-80.876,-1.325,0.1,-0.5,0.2,0,-0.1,-0.4
Erik,Johnson,ERIKJOHNSON,COL,D,80,2,12,14,8,4,2,7,3,4,39,9,20,5.10%,2.90%,55,4,1,4,211.7,2.63,2.53,2.35,51.80%,8.30%,50.00%,58.30%,,, ,24,0,142,31,44,7,8,59,1,1,66.11,-3.1,-83.351,-3.434,19.4,0.4,-0.4,-0.4,-0.3,-0.8
Erik,Karlsson,ERIKKARLSSON,OTT,D,82,5,26,31,10,16,4,8,13,5.5,52,24,57,9.60%,3.80%,83,4,2,7,335.5,4.08,3.98,1.28,75.70%,11.40%,74.30%,85.70%,,, ,35,10,255,58,120,12,11,142,3,0,84.7,8.2,-81.319,-0.701,26.3,-4.3,-1.2,-1.7,5.1,-2
Evander,Kane,EVANDERKANE,WPG,LW/C,63,1,4,5,2,1,1,2,1,2.1,38,16,13,2.60%,1.50%,21,1,3,8,140.3,2.22,2.17,2.61,45.40%,10.00%,30.00%,40.00%,10,5,66.70%,10,1,94,15,50,7,4,41,1,2,73.68,-6.3,-78.583,2.39,8.8,-4.3,0.1,-0.4,2.6,-2.1
Evgeni,Malkin,EVGENIMALKIN,PIT,C,60,7,23,30,17,6,6,15,6,6.6,86,26,45,8.10%,4.50%,128,3,2,13,274.5,4.57,4.43,0.96,82.20%,15.00%,57.50%,72.50%,4,1,80.00%,40,5,260,36,94,8,10,123,8,2,103.44,25.2,-89.193,-0.653,35.1,9.9,-1.7,0.3,-5.8,2.8
Evgeny,Kuznetsov,EVGENYKUZNETSOV,WSH,C,17,0,2,2,0,2,0,0,2,6.8,3,0,2,0.00%,0.00%,0,0,1,0,17.7,1.03,1.01,3.61,21.90%,0.00%,66.70%,66.70%,3,9,25.00%,3,0,8,1,3,1,0,6,0,0,62.91,-59.4,-86.339,-2.521,1.2,-0.3,0.2,-0.1,0,-0.2
