First Name,Last Name,End Team,Pos,GP,SHG,SHA,SHP,45G,45A1,45A2,SHPass,SHShot,SHMiss,45Miss,45Shots,45Blkd,SHSh%,SHCoSH%,SHBlk,SHHitF,SHHitA,SHGive,SHTake,SHTOI,SHTOI/G,45TOI,45TOI/G,45TOF,45TOF/G,SH%,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBA,TmSHBF,TmSHSCF,TmSHSCA,SHSC%,SHRelSC%,SHPenT,SHPenD,SHCorsi,SHOZ%,SHRelOZ%
Scott,Harrington,TOR,D,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,2,0,0,0,648,0.72,11.2,0.75,71.9,4.79,13.5%,0,0, ,0,0,1,4,2,3,1,4,2,7,22.2%,3.4,0,0,-5.4,20.0,12.9
Ryan,Hartman,CHI,RW,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,8.2,2.73,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Scott,Hartnell,CBJ,LW,79,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,1,0,0,0,277,0.06,2.7,0.03,445.9,5.64,0.6%,0,0, ,0,0,0,4,1,2,0,1,1,3,25.0%,11.9,2,2,-90.6,0.0,-5.2
Garnet,Hathaway,CGY,RW,14,0,1,1,0,1,0,1,0,0,0,0,0,0.0%,0.0%,5,0,0,0,0,518,0.62,9.1,0.65,60.6,4.33,13.1%,0,1,0.0%,1,1,0,4,1,6,0,8,1,6,14.3%,-6.4,0,0,-6.6,14.3,12.5
Erik,Haula,MIN,C/LW,76,2,2,4,2,1,0,5,5,1,1,3,3,40.0%,28.6%,12,2,2,1,6,7959,1.75,130.9,1.72,158.1,2.08,45.3%,34,32,51.5%,3,17,13,107,5,56,4,42,11,127,8.0%,-1.4,0,0,-55.4,2.8,-4.7
Martin,Havlat,STL,RW/LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,5.3,2.67,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Jimmy,Hayes,BOS,RW,75,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,14,0.00,0.2,0.00,403.5,5.38,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,1,0,0.0,0.0,-8.0
Kevin,Hayes,NYR,RW/C,79,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,115,0.02,1.9,0.02,372.2,4.71,0.5%,0,1,0.0%,0,1,0,1,0,1,0,1,0,4,0.0%,-15.4,0,0,-62.5,,
Victor,Hedman,TBL,D,78,0,1,1,0,0,1,0,6,0,0,6,0,0.0%,0.0%,15,4,1,6,4,9363,2.00,161.2,2.07,246.3,3.16,39.6%,0,0, ,3,17,18,136,8,66,1,52,20,134,13.0%,3.9,1,1,-51.7,6.7,0.2
Seth,Helgeson,NJD,D,19,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,2,0,0,1,566,0.50,7.0,0.37,98.8,5.20,6.6%,0,0, ,0,1,1,4,0,4,0,1,0,4,0.0%,-15.5,0,0,-60.2,0.0,-9.1
Darren,Helm,DET,C,77,0,0,0,0,0,0,0,7,6,6,7,4,0.0%,0.0%,7,13,3,2,6,8366,1.81,135.2,1.76,272.1,3.53,33.2%,6,5,54.5%,1,18,14,94,8,56,6,47,20,103,16.3%,6.7,1,3,-46.2,7.8,3.6
Ales,Hemsky,DAL,RW,75,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,35,0.01,0.4,0.00,361.9,4.83,0.1%,0,0, ,0,1,0,0,0,1,0,0,0,1,0.0%,-16.5,0,0,-120.0,,
Matt,Hendricks,EDM,LW/RW,68,1,1,2,1,1,0,7,4,1,1,3,3,25.0%,14.3%,22,4,2,4,5,9104,2.23,154.0,2.26,205.7,3.03,42.8%,48,61,44.0%,2,11,12,116,3,61,3,74,9,127,6.6%,-3.6,1,0,-39.0,2.6,-5.1
Adam,Henrique,NJD,C/LW,80,2,1,3,2,1,0,7,10,4,4,8,3,20.0%,13.3%,16,3,3,1,9,12636,2.63,219.3,2.74,206.0,2.57,51.6%,70,96,42.2%,3,17,18,163,8,73,4,91,22,166,11.7%,-2.4,1,2,-37.5,2.8,-12.1
Tomas,Hertl,SJS,C/RW/LW,81,0,0,0,0,0,0,0,0,1,1,0,0,0.0%,0.0%,0,0,0,0,1,190,0.04,0.8,0.01,370.5,4.57,0.2%,0,0, ,0,0,0,1,1,0,0,0,1,1,50.0%,39.0,0,0,0.0,0.0,-5.2
Thomas,Hickey,NYI,D,62,0,0,0,0,0,0,0,2,2,2,2,2,0.0%,0.0%,22,8,4,4,2,7776,2.09,121.5,1.96,161.9,2.61,42.9%,0,0, ,0,7,21,109,5,35,4,51,20,93,17.7%,3.4,0,0,-38.5,4.1,-4.2
Chris,Higgins,VAN,LW,33,1,0,1,1,0,0,0,2,1,1,1,0,50.0%,50.0%,4,0,0,1,2,2968,1.50,48.2,1.46,115.8,3.51,29.4%,1,2,33.3%,1,6,5,43,1,14,0,28,4,52,7.1%,-3.9,0,1,-34.8,3.9,0.5
Vincent,Hinostroza,CHI,C,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,42.4,6.05,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Niklas,Hjalmarsson,CHI,D,81,0,3,3,0,1,2,4,1,0,0,1,0,0.0%,0.0%,20,6,8,10,5,13942,2.87,234.8,2.90,133.1,1.64,63.8%,0,0, ,9,29,28,209,6,87,7,89,30,175,14.6%,-3.8,2,2,-51.1,3.0,-5.4
Cody,Hodgson,NSH,C,39,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,74,0.03,0.8,0.02,192.9,4.95,0.4%,1,0,100.0%,0,0,0,1,0,0,0,0,0,0,0.0%,,0,0,-60.0,,
Mike,Hoffman,OTT,LW,78,0,0,0,0,0,0,0,0,0,0,0,1,0.0%,0.0%,0,0,0,0,0,187,0.04,1.7,0.02,369.3,4.73,0.5%,0,0, ,0,0,0,0,0,1,1,0,0,0,0.0%,,0,0,-71.4,0.0,-6.4
Nick,Holden,COL,D,82,0,0,0,0,0,0,0,4,1,1,4,0,0.0%,0.0%,22,13,3,3,4,11508,2.34,184.9,2.25,232.4,2.83,44.3%,0,0, ,1,27,29,165,6,61,4,76,21,161,11.5%,-1.9,0,3,-47.1,8.7,1.6
Peter,Holland,TOR,C,65,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,1,0,0,0,2,1158,0.30,16.8,0.26,332.8,5.12,4.8%,8,10,44.4%,0,1,4,13,0,4,0,6,1,15,6.3%,-11.2,1,0,-28.6,5.6,-4.9
Bud,Holloway,MTL,C/RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,5.9,5.93,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Korbinian,Holzer,ANA,D,29,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,2,3,0,0,1,2259,1.30,33.8,1.17,150.1,5.18,18.4%,0,0, ,0,1,5,19,2,5,5,12,7,15,31.8%,17.0,1,1,-19.5,0.0,-5.6
Shawn,Horcoff,ANA,C/LW,59,1,1,2,1,1,0,5,2,3,3,1,1,50.0%,20.0%,6,3,1,0,2,5736,1.62,94.0,1.59,242.9,4.12,27.9%,33,36,47.8%,3,6,12,68,5,35,4,41,17,82,17.2%,0.1,2,0,-33.2,13.4,7.4
Patric,Hornqvist,PIT,RW,82,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,1,0,0,0,0,141,0.03,1.5,0.02,398.0,4.85,0.4%,0,0, ,0,0,1,0,0,0,0,1,0,1,0.0%,-14.6,0,2,78.9,0.0,-6.1
Bo,Horvat,VAN,C,82,0,0,0,0,0,0,0,11,1,1,11,1,0.0%,0.0%,14,5,2,3,5,11145,2.27,192.4,2.35,209.6,2.56,47.9%,108,162,40.0%,1,21,15,204,3,54,4,84,14,200,6.5%,-9.4,1,1,-56.1,3.3,-3.8
Marian,Hossa,CHI,RW,64,3,1,4,3,1,0,4,15,2,2,12,3,20.0%,17.6%,6,0,1,3,5,5990,1.56,101.4,1.58,186.1,2.91,35.3%,0,0, ,5,15,17,90,6,30,6,36,23,79,22.5%,11.7,0,4,-45.6,5.2,2.7
Quinton,Howden,FLA,C/LW,58,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,1,0,394,0.11,6.5,0.11,296.0,5.10,2.2%,0,0, ,0,0,0,3,0,1,0,2,0,1,0.0%,-12.4,0,0,-18.4,0.0,-7.1
Marek,Hrivik,NYR,RW/LW,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,1,0,252,0.84,3.1,0.62,18.7,3.73,14.2%,0,0, ,0,1,0,5,0,0,0,0,0,4,0.0%,-25.0,0,0,-116.9,,
Jonathan,Huberdeau,FLA,LW,76,1,0,1,0,0,0,0,4,0,0,3,0,25.0%,0.0%,1,3,1,0,2,2398,0.53,36.4,0.48,352.9,4.64,9.3%,0,0, ,0,7,6,22,1,5,2,6,5,21,19.2%,8.2,0,1,-38.0,35.0,29.1
Jiri,Hudler,FLA,RW/LW,72,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,59,0.01,0.7,0.01,313.3,4.35,0.2%,0,0, ,0,0,0,1,0,0,0,0,0,1,0.0%,-13.6,0,0,-60.0,0.0,-6.0
Charles,Hudon,MTL,LW,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,15.2,5.07,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Brad,Hunt,EDM,D,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,15,0.04,0.0,0.00,29.7,4.25,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Matt,Hunwick,TOR,D,60,0,0,0,0,0,0,0,1,1,1,1,0,0.0%,0.0%,28,19,6,7,4,13361,3.71,222.7,3.71,111.6,1.86,66.6%,0,0, ,0,28,32,142,4,71,7,96,27,173,13.5%,-8.6,2,0,-31.3,9.1,-0.8
Ben,Hutton,VAN,D,75,0,0,0,0,0,0,0,1,2,2,1,0,0.0%,0.0%,9,2,2,4,5,4102,0.91,62.9,0.84,300.3,4.00,17.3%,0,0, ,2,6,6,57,6,18,4,18,11,55,16.7%,7.0,0,0,-50.6,10.6,7.1
Zach,Hyman,TOR,C,16,0,0,0,0,0,0,0,1,1,1,1,1,0.0%,0.0%,1,2,0,0,2,1555,1.62,24.7,1.54,46.3,2.89,34.8%,0,0, ,0,1,2,10,2,11,1,11,5,17,22.7%,12.1,0,1,-19.5,22.2,15.6
Jarome,Iginla,COL,RW,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,2,0,0,0,0,201,0.04,3.1,0.04,414.1,5.05,0.7%,0,0, ,0,0,1,5,0,0,0,2,1,3,25.0%,12.5,0,0,-39.0,0.0,-7.8
Matt,Irwin,BOS,D,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,135,1.13,2.4,1.19,8.9,4.45,21.1%,0,0, ,0,0,0,1,0,0,1,0,0,1,0.0%,-25.0,0,0,-50.4,50.0,20.0
Barret,Jackman,NSH,D,73,0,0,0,0,0,0,0,0,1,1,0,0,0.0%,0.0%,9,5,0,3,0,3720,0.85,55.4,0.76,299.6,4.10,15.6%,0,0, ,0,12,10,35,1,19,0,25,10,40,20.0%,10.7,1,0,-32.5,9.4,6.1
Tim,Jackman,ANA,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,7.4,3.71,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Jaromir,Jagr,FLA,RW,79,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,78,0.02,0.6,0.01,404.5,5.12,0.2%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Mattias,Janmark,DAL,C,73,1,0,1,1,0,0,0,4,1,1,3,0,25.0%,25.0%,0,0,0,0,0,1888,0.43,27.6,0.38,328.5,4.50,7.8%,2,5,28.6%,1,3,5,20,2,15,1,10,8,24,25.0%,10.5,0,0,-45.7,33.3,27.2
Calle,Jarnkrok,NSH,C,81,1,0,1,1,0,0,0,7,0,0,6,0,14.3%,16.7%,9,0,5,3,6,9511,1.96,148.6,1.83,239.3,2.95,38.3%,57,113,33.5%,2,12,18,110,4,46,1,73,17,111,13.3%,0.8,0,0,-29.1,3.7,-2.5
Dmitrij,Jaskin,STL,RW/LW,65,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,0,0,0,0,35,0.01,0.2,0.00,345.3,5.31,0.1%,0,0, ,0,0,0,0,0,0,0,1,0,0,0.0%,,0,0,60.0,,
Dustin,Jeffrey,ARI,LW/C,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,41.8,5.98,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Boone,Jenner,CBJ,C/LW,82,1,0,1,0,0,0,0,1,2,2,0,0,100.0%,0.0%,1,0,1,0,3,1269,0.26,15.0,0.18,441.5,5.38,3.3%,4,4,50.0%,0,5,0,11,2,6,0,3,2,13,13.3%,0.4,1,1,-68.2,25.0,20.3
Ryan,Johansen,NSH,C,80,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,2,0,0,0,837,0.17,13.4,0.17,408.2,5.10,3.2%,14,15,48.3%,0,1,0,13,0,6,1,4,0,13,0.0%,-14.0,0,2,-76.2,0.0,-4.1
Marcus,Johansson,WSH,LW/C,74,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,1,0,0,0,0,219,0.05,4.0,0.05,368.7,4.98,1.1%,0,1,0.0%,0,0,0,0,0,1,0,1,0,0,0.0%,,0,0,0.0,0.0,-5.5
Stephen,Johns,DAL,D,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,1,0,1,0,300,0.36,5.5,0.40,70.9,5.06,7.2%,0,0, ,0,0,1,6,0,0,0,1,1,4,20.0%,6.0,0,0,-43.4,25.0,20.4
Erik,Johnson,COL,D,73,2,1,3,2,0,1,0,7,0,0,5,1,28.6%,33.3%,42,19,2,5,4,13545,3.09,227.6,3.12,153.2,2.10,59.8%,0,0, ,6,29,34,177,8,78,4,125,30,224,11.8%,-2.0,1,1,-30.3,6.7,-4.1
Jack,Johnson,CBJ,D,60,0,0,0,0,0,0,0,1,1,1,1,0,0.0%,0.0%,27,16,5,4,0,10402,2.89,175.9,2.93,163.5,2.72,51.8%,0,0, ,0,21,16,135,11,63,5,77,21,153,12.1%,-1.3,2,2,-40.9,3.9,-3.8
Tyler,Johnson,TBL,C/RW,69,0,0,0,0,0,0,0,3,0,0,2,0,0.0%,0.0%,4,0,0,3,1,2560,0.62,38.7,0.56,325.6,4.72,10.6%,12,32,27.3%,0,7,4,33,1,21,1,14,2,29,6.5%,-5.3,1,1,-66.7,10.0,4.6
Ross,Johnston,NYI,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,1,25,0.42,0.5,0.47,2.7,2.67,15.0%,0,0, ,0,0,0,1,0,0,0,0,0,1,0.0%,0.0,1,0,-60.0,,
Ryan,Johnston,MTL,D,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,9.7,3.23,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Jussi,Jokinen,FLA,LW/C,81,1,1,2,0,1,0,14,6,2,1,5,0,16.7%,0.0%,17,0,1,5,5,11067,2.28,173.4,2.14,247.9,3.06,41.2%,28,26,51.9%,1,22,13,149,6,66,4,70,17,128,11.7%,-0.6,0,4,-52.2,7.3,0.1
Jyrki,Jokipakka,CGY,D,58,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,8,8,2,2,1,3882,1.12,62.0,1.07,220.3,3.80,22.0%,0,0, ,2,5,12,39,1,25,4,30,11,42,20.8%,2.3,1,1,-27.1,20.6,15.7
David,Jones,MIN,RW,75,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,245,0.05,2.7,0.04,294.2,3.92,0.9%,0,0, ,0,0,1,2,0,1,0,1,0,3,0.0%,-12.3,0,0,-21.9,0.0,-6.0
Seth,Jones,CBJ,D,81,0,1,1,0,0,0,0,0,0,0,0,0,0.0%,0.0%,18,6,1,2,1,9966,2.05,155.9,1.93,256.0,3.16,37.9%,0,0, ,1,18,20,95,2,51,4,63,20,105,16.0%,4.1,0,2,-31.6,9.3,4.8
Josh,Jooris,CGY,C/RW,59,0,2,2,0,2,0,14,3,0,0,3,1,0.0%,0.0%,9,2,0,1,2,5486,1.55,93.9,1.59,178.9,3.03,34.4%,18,39,31.6%,2,10,12,72,0,35,8,39,10,84,10.6%,-4.0,2,3,-46.0,9.8,3.9
Michal,Jordan,CAR,D,36,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,2,1,0,0,2,1137,0.53,16.8,0.47,125.7,3.49,11.8%,0,0, ,1,1,1,13,1,10,0,7,3,19,13.6%,-0.8,0,0,-50.1,20.0,8.8
Jacob,Josefson,NJD,C/LW,58,0,1,1,0,1,0,17,4,2,2,3,0,0.0%,0.0%,8,1,4,1,7,5427,1.56,82.6,1.42,218.6,3.77,27.4%,27,33,45.0%,1,11,16,65,4,22,3,27,17,60,22.1%,9.5,0,1,-38.5,13.1,6.8
Roman,Josi,NSH,D,81,1,1,2,0,1,0,11,6,2,2,5,0,16.7%,0.0%,33,5,2,5,3,13112,2.70,212.2,2.62,180.7,2.23,54.0%,0,0, ,2,21,19,158,6,66,4,97,19,150,11.2%,-4.0,0,1,-35.4,2.5,-7.9
Tomas,Jurco,DET,RW/LW,44,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,152,0.06,1.4,0.03,235.9,5.36,0.6%,0,0, ,0,0,0,0,0,1,0,3,0,0,0.0%,,0,1,83.9,,
Nazem,Kadri,TOR,C,76,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,1,336,0.07,3.6,0.05,398.9,5.25,0.9%,7,4,63.6%,0,2,1,4,0,1,0,1,0,3,0.0%,-17.8,1,5,-84.5,0.0,-9.4
Sergey,Kalinin,NJD,C,78,0,0,0,0,0,0,0,0,1,1,0,0,0.0%,0.0%,2,2,0,0,1,1131,0.24,18.2,0.23,409.8,5.25,4.3%,3,3,50.0%,0,1,5,8,1,6,1,5,6,6,50.0%,37.9,0,2,-16.5,42.9,35.8
Steven,Kampfer,FLA,D,47,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,7,1,2,2,0,2408,0.85,40.8,0.87,212.1,4.51,16.1%,0,0, ,0,5,5,31,2,15,2,19,6,29,17.1%,3.3,1,1,-39.7,17.2,11.3
Evander,Kane,BUF,LW,65,1,0,1,1,0,0,0,7,1,1,6,1,14.3%,12.5%,6,3,2,1,6,4325,1.11,66.7,1.03,217.7,3.35,23.4%,1,1,50.0%,3,6,8,55,3,18,2,27,9,53,14.5%,2.7,1,1,-36.0,17.2,12.5
Patrick,Kane,CHI,RW,82,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,1,0,0,0,0,219,0.04,3.4,0.04,367.1,4.48,0.9%,0,0, ,0,0,1,4,0,1,0,1,1,5,16.7%,0.7,0,0,-52.3,100.0,95.8
Kasperi,Kapanen,TOR,RW/LW,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,47.2,5.25,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Erik,Karlsson,OTT,D,82,0,0,0,0,0,0,0,2,1,1,1,1,0.0%,0.0%,5,9,3,4,4,6538,1.33,104.0,1.27,289.8,3.53,26.4%,0,0, ,2,15,13,85,9,34,4,24,18,72,20.0%,8.7,0,0,-51.9,14.1,9.2
Melker,Karlsson,SJS,C/RW,65,0,0,0,0,0,0,0,1,0,0,1,1,0.0%,0.0%,14,3,4,2,3,4604,1.18,75.5,1.16,217.4,3.34,25.8%,3,2,60.0%,1,7,6,65,3,28,2,38,6,61,9.0%,-1.9,1,0,-42.9,4.2,-0.9
William,Karlsson,CBJ,C,81,0,0,0,0,0,0,0,3,3,3,3,0,0.0%,0.0%,12,2,1,3,10,10381,2.14,167.5,2.07,284.3,3.51,37.1%,62,80,43.7%,1,16,12,135,10,69,3,74,16,139,10.3%,-3.6,0,3,-45.1,5.2,0.2
Zack,Kassian,EDM,RW,36,0,0,0,0,0,0,0,0,1,1,0,0,0.0%,0.0%,0,1,0,1,0,392,0.18,5.5,0.15,204.6,5.68,2.6%,0,0, ,0,0,0,2,1,0,0,0,1,1,50.0%,42.7,0,0,-10.8,0.0,-3.5
Bracken,Kearns,NYI,C/LW,2,0,1,1,0,1,0,1,0,0,0,0,0,0.0%,0.0%,1,0,0,0,0,165,1.38,3.2,1.62,3.7,1.84,46.8%,2,0,100.0%,1,1,0,0,0,0,0,3,1,3,25.0%,25.0,0,0,55.7,0.0,0.0
Duncan,Keith,CHI,D,67,0,1,1,0,0,0,0,4,0,0,4,2,0.0%,0.0%,25,2,3,6,1,10772,2.68,179.7,2.68,130.1,1.94,58.0%,0,1,0.0%,3,23,26,168,4,73,7,73,22,142,13.4%,-3.5,0,0,-55.1,3.6,0.0
Chris,Kelly,BOS,C/LW,11,1,0,1,1,0,0,0,1,0,0,0,0,100.0%,0.0%,2,0,3,0,1,1576,2.39,23.9,2.17,37.8,3.44,38.7%,7,11,38.9%,1,2,2,14,0,8,1,11,3,17,15.0%,-10.6,0,0,-27.7,0.0,-14.6
Joonas,Kemppainen,BOS,C,44,1,0,1,1,0,0,0,1,0,0,0,0,100.0%,0.0%,5,0,0,1,7,4258,1.61,70.5,1.60,169.2,3.85,29.4%,28,35,44.4%,1,9,7,43,1,25,2,41,8,61,11.6%,-8.9,1,0,-24.7,11.6,5.1
Ronalds,Kenins,VAN,LW,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,50,0.10,0.8,0.10,46.4,5.80,1.8%,0,0, ,0,0,0,3,0,1,0,0,0,4,0.0%,-12.8,0,0,-240.0,,
Tyler,Kennedy,NJD,C/RW/LW,50,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,0,0,0,0,157,0.05,2.3,0.05,260.4,5.21,0.9%,0,2,0.0%,0,0,1,1,0,0,0,1,0,0,0.0%,,0,0,26.2,33.3,25.1
Michael,Keranen,MIN,LW/RW/C,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,8.8,8.81,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Tanner,Kero,CHI,C,17,0,0,0,0,0,0,0,1,0,0,1,1,0.0%,0.0%,4,0,0,0,2,1652,1.62,28.0,1.64,39.2,2.31,41.6%,2,2,50.0%,0,3,4,35,0,12,1,11,1,21,4.5%,-14.1,0,0,-77.3,0.0,-2.9
Ryan,Kesler,ANA,C,79,1,0,1,1,0,0,0,11,7,6,10,3,9.1%,5.3%,35,7,2,1,10,13049,2.75,220.6,2.79,242.0,3.06,47.7%,168,146,53.5%,1,12,24,166,14,93,5,112,22,161,12.0%,-7.8,0,2,-34.0,1.4,-17.6
Phil,Kessel,PIT,RW,82,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,133,0.03,0.8,0.01,398.7,4.86,0.2%,0,0, ,0,0,0,1,0,1,0,0,0,1,0.0%,-14.6,0,1,-120.0,33.3,27.5
Jujhar,Khaira,EDM,LW/C,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,0,0.00,0.0,0.00,73.6,4.90,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Alex,Khokhlachev,BOS,C/LW,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,2,0.01,0.0,0.00,31.9,6.38,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
Alex,Killorn,TBL,C/LW/RW,81,0,1,1,0,1,0,7,0,1,1,0,0,0.0%,0.0%,1,1,1,1,1,2248,0.46,34.6,0.43,389.1,4.80,8.2%,2,1,66.7%,1,0,6,21,1,12,1,16,7,23,23.3%,13.8,0,2,-17.3,10.7,4.8
Jakub,Kindl,FLA,D,44,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,1,0,253,0.10,4.9,0.11,231.2,5.25,2.1%,0,0, ,0,3,0,2,1,0,0,1,1,4,20.0%,5.0,0,0,-37.1,0.0,-4.7
Dwight,King,LAK,LW/RW,47,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,2,1,0,0,1,3630,1.29,57.4,1.22,203.0,4.32,22.0%,1,0,100.0%,1,4,3,41,1,24,1,17,4,40,9.1%,-0.4,0,0,-50.2,30.0,25.3
Oscar,Klefbom,EDM,D,30,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,16,0,2,7,1,4779,2.66,81.6,2.72,66.0,2.20,55.3%,0,0, ,0,5,10,75,4,31,1,43,7,77,8.3%,-9.7,0,1,-40.5,3.0,-12.1
Kevin,Klein,NYR,D,69,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,22,9,3,3,3,8672,2.09,142.2,2.06,190.8,2.76,42.7%,0,0, ,0,14,20,100,7,48,6,62,22,101,17.9%,3.6,1,0,-33.3,9.7,5.7
John,Klingberg,DAL,D,76,0,0,0,0,0,0,0,1,0,0,1,1,0.0%,0.0%,0,0,0,0,0,452,0.10,9.4,0.12,362.6,4.77,2.5%,0,0, ,0,1,3,7,0,3,1,2,3,9,25.0%,9.2,0,1,-44.5,66.7,60.2
Rob,Klinkhammer,EDM,LW,14,0,0,0,0,0,0,0,1,0,0,1,0,0.0%,0.0%,0,0,0,1,1,347,0.41,6.3,0.45,58.0,4.14,9.8%,0,0, ,0,1,1,5,1,2,0,0,2,5,28.6%,24.3,0,0,-56.9,42.9,38.1
Corban,Knight,FLA,C,20,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,65,0.05,0.6,0.03,121.0,6.05,0.5%,0,1,0.0%,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,0.0,-6.9
Slater,Koekkoek,TBL,D,9,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,0,0,0,0,0,18,0.03,0.0,0.00,44.8,4.98,0.0%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.0%,,0,0,0.0,,
