"","PLAYER","AGE","POS","DATE","LENGTH","VALUE","CAP HIT","Nat","Ht","Wt","DftYr","DftRd","Ovrl","GP","+/-","E+/-","PIM","OTG","GWG","NPD","xGF","xGA","Grit","1st","2nd","3rd","LY Salary","LY Cap Hit","ev_G","ev_A","ev_A1","ev_PTS","ev_IPP%","ev_SH%","ev_PDO","ev_F/60","ev_A/60","ev_Pct%","ev_RelPct%","ev_ixG","ev_iSCF","ev_iCF","ev_iFF","ev_iSF","ev_iRB","ev_iRS","ev_iDS","ev_Pass","ev_iHF","ev_iHA","ev_iGVA","ev_iTKA","ev_iBLK","ev_iFOW","ev_FO%","ev_CF","ev_CA","ev_FF","ev_FA","ev_SCF","ev_SCA","pp_G","pp_A","pp_A1","pp_PTS","pp_TOI","pp_TOI/GP","pp_F/60","pp_A/60","pp_Pct%","pp_RelPct%","pk_G","pk_A","pk_PTS","pk_TOI","pk_TOI/GP","pk_F/60","pk_A/60","pk_Pct%","pk_RelPct%","pk_iTKA","pk_iBLK","Prev3GP","ev_Prev3G","ev_Prev3A","ev_Prev3PTS","ev_Prev3TOI","ev_Prev3Corsi","pp_Prev3PPG","pp_Prev3PPA","pp_Prev3PPP","pp_Prev3TOI","pk_Prev3Blk","pk_Prev3Hits","pk_Prev3TOI"
"85","Jussi Jokinen",34,"LW, RW, C","7-Jul-17",1,"$1,100,000","$1,100,000","FIN",71,198,2001,6,192,69,-15,-1.2,39,0,2,-3.1,55.3,51.1,101,0,0,1,"$4,000,000.00","$4,000,000.00",6,11,6,17,"65.40%","5.30%",968,"59.4","52.4","53.10%","5.90%",6.8,20,147,115,89,6,4,"10",207,27,34,44,16,25,45,"47.80%",896,787,670,625,97,109,4,6,3,10,10207,2.39,96.7,12.7,"88.40%","-1.60%",1,0,1,5627,1.37,13.3,67.9,"16.30%","-0.40%",7,6,243,33,84,117,3117.6,19,13,29,42,558.8,31,4,309.2
"86","Dennis Rasmussen",27,"C","7-Jul-17",1,"$725,000","$725,000","SWE",75,205,2008,10,266,68,-4,1.3,12,0,0,-0.2,25.8,36.5,122,0,0,0,"$575,000.00","$575,000.00",4,4,4,8,"48.50%","5.10%",984,"53.1","55.7","48.80%","-0.10%",6,20,109,88,74,4,8,"12",144.5,55,120,12,21,40,143,"45.40%",594,626,424,414,77,87,0,0,0,0,167,0.06,15.9,0,"100.00%","19.40%",0,0,0,7195,1.74,5.6,103.1,"5.20%","-3.60%",4,9,44,4,5,9,416.7,-1.2,0,0,0,2.2,0,0,1.9
"87","Kurtis Gabriel",24,"RW","7-Jul-17",1,"$715,000","$715,000","CAN",76,211,2013,3,81,13,0,-0.6,29,0,0,-3,2.1,3,61,0,0,0,"$725,000.00","$666,667.00",0,1,0,1,"50.00%","9.30%",1050,"32.6","67.6","32.60%","-13.60%",0.3,1,6,5,3,0,0,"0",0,26,14,3,0,1,0,"0.00%",41,84,32,68,7,8,0,0,0,0,0,0,0,0,"0.00%","0.00%",0,0,0,0,0.01,0,0,"0.00%","-11.10%",0,0,3,0,0,0,14.1,-29.7,0,0,0,0,0,0,0
"88","Joseph Labate",24,"LW","7-Jul-17",1,"$650,000","$650,000","USA",77,210,2011,4,101,13,-2,-1.3,21,0,0,-3,2.3,3.2,49,0,0,0,"$680,000.00","$680,000.00",0,0,0,0,"0.00%","6.30%",971,"46.1","60.3","43.30%","-3.40%",0.5,1,13,9,5,0,2,"2",0,23,10,1,3,2,1,"100.00%",67,89,46,66,8,7,0,0,0,0,12,0.08,0,0,"0.00%","-86.20%",0,0,0,0,0.01,0,0,"0.00%","-7.70%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"89","Brett Ritchie",24,"RW","6-Jul-17",2,"$3,500,000","$1,750,000","CAN",75,215,2011,2,44,78,11,4.1,38,0,2,-3.4,50.2,34.5,216,1,2,0,"$875,000.00","$875,000.00",15,7,3,22,"64.70%","8.30%",1030,"58.8","56.4","51.00%","1.60%",14.1,51,277,212,151,8,17,"25",75.8,150,76,22,15,23,0,"0.00%",859,825,613,574,127,103,1,1,1,2,7384,1.59,87.3,13.7,"86.40%","0.30%",0,0,0,32,0.03,0,14.1,"0.00%","-10.90%",0,0,39,6,3,9,445.8,7.8,0,1,1,80.6,0,0,0.1
"90","Teemu Pulkkinen",25,"LW","6-Jul-17",1,"$700,000","$700,000","FIN",70,185,2010,4,111,13,-2,-0.9,6,0,0,0.1,4.7,5.4,13,0,0,0,"$812,500.00","$812,500.00",2,0,0,2,"33.30%","12.80%",994,"47.6","58.4","44.90%","-1.30%",0.9,5,16,14,10,0,1,"1",0,4,11,6,2,3,0,"0.00%",91,111,70,77,13,19,0,0,0,0,534,0.71,103.4,12.9,"88.90%","-11.10%",0,0,0,0,0.05,0,0,"0.00%","-8.10%",0,0,70,9,6,15,634.8,55.3,2,3,5,145.2,0,0,0.5
"91","Emerson Etem",24,"LW, RW","6-Jul-17",1,"$850,000","$850,000","USA",73,212,2010,1,29,3,1,-0.7,2,0,0,-1,0.3,1.1,6,0,0,0,"$775,000.00","$775,000.00",0,0,0,0,"0.00%","20.00%",1200,"25.7","48.4","34.70%","-10.20%",0,0,0,0,0,0,0,"0",0,4,3,0,0,0,0,"0.00%",11,20,7,15,1,2,0,0,0,0,68,0.38,52.8,52.8,"50.00%","-37.50%",0,0,0,56,0.33,0,235.3,"0.00%","-10.00%",0,0,132,17,17,34,1566.7,-6.8,1,0,1,34.8,8,0,59
"92","Nick Shore",24,"C","6-Jul-17",1,"$925,000","$925,000","USA",73,201,2011,3,82,70,-2,4.2,20,0,1,-1.8,32.9,33.6,100,1,0,0,"$600,000.00","$600,000.00",5,11,5,16,"66.70%","6.70%",987,"55.7","47.4","54.00%","3.70%",8.3,33,152,112,74,8,13,"21",148.6,55,66,13,10,14,330,"51.50%",716,608,523,466,98,80,0,0,0,0,1261,0.36,65.7,9.4,"87.50%","-2.40%",1,0,1,5457,1.31,13,88.4,"12.80%","-0.60%",1,8,102,4,10,14,1110.7,28.8,0,3,3,28.2,4,5,77.8
"93","Connor McDavid",20,"C","5-Jul-17",8,"$100,000,000","$12,500,000","CAN",73,200,2015,1,1,82,27,24.2,26,1,6,34.7,115.7,69.7,89,11,6,9,"$925,000.00","$925,000.00",26,45,29,71,"91.60%","10.70%",1030,"60.1","53.1","53.10%","6.30%",23.8,103,300,251,190,15,13,"28",497.1,31,104,39,59,20,325,"43.40%",1331,1178,1006,853,276,181,3,24,9,27,14933,2.87,108.5,11.8,"90.20%","-2.90%",1,1,2,3949,0.84,8.6,89.4,"8.80%","-2.40%",8,6,45,13,21,34,633.2,4.1,3,11,14,131.8,0,1,32.7
"94","Zach Hyman",25,"LW","5-Jul-17",4,"$9,000,000","$2,250,000","CAN",73,210,2010,5,123,82,2,4.4,30,0,3,7.7,63,83.8,182,1,1,1,"$900,000.00","$900,000.00",6,18,12,24,"54.50%","7.30%",996,"62.4","58.5","51.60%","1.90%",14.9,54,197,176,134,9,14,"23",310.6,97,0,18,28,24,4,"33.30%",1139,1063,850,809,196,172,0,0,0,0,830,0.18,70.8,8.1,"89.70%","7.80%",4,0,4,13722,2.77,12.9,116.7,"9.90%","-1.00%",13,18,16,4,2,6,203.2,13,0,0,0,3.7,1,2,24.7
"95","Alex Galchenyuk",23,"C, LW, RW","5-Jul-17",3,"$14,700,000","$4,900,000","USA",73,210,2012,1,3,61,-5,-4.3,24,5,6,-2.3,51.9,41.8,92,6,1,2,"$3,100,000.00","$2,800,000.00",11,18,10,29,"85.30%","8.30%",1001,"58.7","58.6","50.10%","0.70%",7.9,29,146,106,73,8,13,"21",230,33,74,27,12,31,231,"41.90%",782,780,572,583,125,120,6,9,4,15,8337,2.2,78,13.9,"84.90%","2.90%",0,0,0,132,0.07,0,42.5,"0.00%","-15.00%",0,0,227,48,47,95,2979.1,3.2,15,23,38,508.1,0,0,4.7
"96","Matthew Peca",24,"C","5-Jul-17",1,"$650,000","$650,000","CAN",68,178,2011,7,201,10,-3,-2.6,2,0,0,-0.9,2.6,3.7,13,0,0,0,"$925,000.00","$796,250.00",1,1,1,2,"100.00%","4.60%",984,"52.8","49.4","51.70%","1.90%",0.7,2,22,15,9,0,1,"1",45.8,9,14,2,0,2,31,"44.80%",90,85,59,68,4,9,0,0,0,0,551,0.94,44.2,12.6,"77.80%","-7.20%",0,0,0,6,0.06,0,0,"0.00%","-4.30%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","Jesper Fast",25,"RW","5-Jul-17",3,"$5,550,000","$1,850,000","SWE",72,190,2010,6,157,68,6,-1,16,0,1,-1.1,32.6,42.2,159,0,0,0,"$1,000,000.00","$950,000.00",6,15,10,21,"65.60%","9.20%",1012,"50.3","54","48.30%","0.50%",7.3,31,96,78,53,5,3,"8",210.3,93,91,20,23,31,10,"64.30%",674,727,496,528,110,114,0,0,0,0,408,0.17,22,7.3,"75.00%","-17.60%",0,0,0,6427,1.57,15.8,83.4,"15.90%","-1.60%",5,7,148,16,27,43,1681.8,13.3,0,1,1,22.4,27,9,246.8
"98","Tim Schaller",26,"C, LW","5-Jul-17",1,"$775,000","$775,000","USA",74,219,2009,10,266,59,-6,0.7,23,0,2,-5.8,28.9,27.3,135,0,0,3,"$600,000.00","$600,000.00",7,7,6,14,"77.80%","5.90%",982,"55.1","56.6","49.30%","-1.70%",7.7,23,144,118,79,7,6,"13",193.5,71,77,17,13,36,21,"51.20%",579,593,429,434,74,74,0,0,0,0,1565,0.49,88.3,4,"95.70%","6.70%",0,0,0,3986,1.17,12,71.6,"14.40%","-1.10%",6,2,35,1,3,4,301.6,-35.3,0,0,0,0.7,1,1,39.8
"99","Andre Burakovsky",22,"LW, RW","4-Jul-17",2,"$6,000,000","$3,000,000","SWE",75,205,2013,1,23,64,13,0,14,0,1,-1.7,39.3,33.4,70,3,1,2,"$832,500.00","$894,167.00",10,20,9,30,"88.20%","8.70%",1026,"63.8","51.3","55.40%","8.00%",8.4,25,194,123,94,7,18,"25",208.3,30,73,27,32,24,2,"28.60%",786,636,540,496,95,100,2,3,0,5,5602,1.52,92.7,11.5,"89.00%","0.20%",0,0,0,14,0.02,21.7,0,"100.00%","89.70%",0,0,132,24,29,53,1559.2,14,2,5,7,119.4,0,0,0
"100","Oscar Lindberg",25,"C","4-Jul-17",2,"$3,400,000","$1,700,000","SWE",73,202,2010,2,57,65,2,-6.2,32,0,1,-8.9,24.4,30.6,162,0,1,1,"$700,000.00","$650,000.00",8,11,7,19,"73.10%","8.80%",1016,"50.5","55.8","47.50%","0.10%",6.8,25,146,112,83,4,4,"8",155.1,90,55,12,10,35,284,"52.00%",575,636,421,487,82,108,0,1,0,1,368,0.14,14.7,22,"40.00%","-49.30%",0,0,0,529,0.15,17.7,94.2,"15.80%","1.70%",0,1,69,12,13,25,748.5,22.6,1,2,3,49.6,3,1,18.5
"101","David Desharnais",30,"C","4-Jul-17",1,"$1,000,000","$1,000,000","CAN",67,176,2005,10,266,49,4,-2.5,12,0,1,-1.4,22.4,25.6,32,0,1,1,"$3,500,000.00","$3,500,000.00",6,6,2,12,"54.50%","8.40%",1021,"53","53.5","49.70%","-0.10%",4.9,23,67,53,45,5,6,"11",44.7,5,31,11,19,15,159,"53.00%",491,494,347,356,72,86,0,2,0,2,2929,1.02,50.6,11.9,"81.00%","-11.20%",0,0,0,60,0.03,0,29.9,"0.00%","-5.20%",0,0,226,33,65,98,3187.5,7.1,8,23,31,552.3,0,0,13.7
"102","Nail Yakupov",23,"RW, LW","4-Jul-17",1,"$875,000","$875,000","RUS",71,195,2012,1,1,40,-3,3.3,14,0,0,1.1,16.1,12.4,54,1,0,0,"$2,500,000.00","$2,500,000.00",3,6,3,9,"56.30%","8.20%",991,"51.2","48.4","51.40%","4.30%",3.5,11,66,52,34,2,3,"5",66.2,32,31,3,11,8,0,"0.00%",352,331,265,242,47,36,0,0,0,0,675,0.29,51.4,15.4,"76.90%","-4.20%",0,0,0,10,0.05,0,15.7,"0.00%","-10.70%",0,0,204,23,35,58,2584,-20.9,10,12,22,382.4,0,0,1.8
"103","Devante Smith-Pelly",25,"RW, LW","3-Jul-17",1,"$650,000","$650,000","CAN",72,214,2010,2,42,53,-19,-7.9,12,0,0,1.8,23.8,33.7,138,0,0,1,"$1,250,000.00","$1,300,000.00",4,3,0,7,"77.80%","4.00%",961,"41.1","59.5","40.80%","-5.20%",5.8,21,96,85,65,3,1,"4",0,87,49,12,15,24,18,"43.90%",402,581,314,439,53,68,0,2,2,2,3576,1.25,72.9,13.5,"84.40%","-1.40%",0,0,0,3908,1.27,2.6,101.2,"2.50%","-5.60%",2,5,157,21,30,51,1824.6,-27.5,0,2,2,124.1,9,7,96.9
"104","Ales Hemsky",33,"RW","3-Jul-17",1,"$1,000,000","$1,000,000","CZE",72,185,2001,1,13,15,-1,3.3,0,0,0,0.3,11.1,8.3,5,0,1,1,"$4,000,000.00","$4,000,000.00",3,2,2,5,"100.00%","6.00%",997,"53.9","51.7","51.10%","1.80%",1.9,7,41,32,24,1,4,"5",67,1,13,4,9,3,0,"0.00%",167,159,118,120,32,24,1,1,1,2,1386,1.49,92.5,13.6,"87.20%","-1.10%",0,0,0,82,0.11,0,73.5,"0.00%","-29.20%",0,1,226,33,55,88,2716.3,13.9,4,22,26,427,2,1,13.8
"105","Evgeny Kuznetsov",25,"C","2-Jul-17",8,"$62,400,000","$7,800,000","RUS",74,192,2010,1,26,82,18,5.8,46,0,4,0.1,69,53.9,121,2,4,2,"$3,400,000.00","$3,000,000.00",16,29,15,45,"76.30%","10.10%",1034,"55.6","51.4","52.00%","3.30%",14,59,249,190,133,8,12,"20",274.2,56,54,44,39,18,413,"42.70%",1078,997,791,747,164,162,3,11,7,14,9855,2.03,95.2,12.2,"88.60%","-1.00%",0,0,0,128,0.07,37.7,18.8,"66.70%","53.10%",0,0,179,24,65,89,2310,-12.4,9,24,33,297.4,0,1,4.3
"106","Joe Thornton",38,"C","2-Jul-17",1,"$8,000,000","$8,000,000","CAN",76,220,1997,1,1,79,7,7.3,51,0,0,5,84.3,49.2,135,4,4,3,"$6,750,000.00","$6,750,000.00",6,25,12,31,"68.10%","8.20%",1002,"60.9","52.6","53.60%","4.70%",4.9,16,92,76,54,1,6,"7",295.4,49,46,58,55,29,285,"50.30%",1116,973,806,692,147,130,1,18,3,19,15818,3.13,113.8,14.6,"88.60%","2.20%",0,0,0,146,0.08,0,0,"0.00%","-11.40%",0,0,242,32,120,152,3503.1,54.5,14,56,70,852.8,3,0,58.2
"107","Luke Gazdic",27,"LW","2-Jul-17",1,"$650,000","$650,000","CAN",76,225,2007,6,172,11,-2,-1.3,12,0,0,-1,1.7,3.3,36,0,0,0,"$700,000.00","$700,000.00",0,0,0,0,"0.00%","0.00%",949,"24.5","57.3","29.90%","-13.40%",0.5,3,5,4,3,0,0,"0",0,16,4,0,1,6,0,"0.00%",32,75,25,55,6,11,0,0,0,0,31,0.06,0,0,"0.00%","-94.40%",0,0,0,0,0,0,0,"0.00%","0.00%",0,0,136,5,3,8,866.5,-47.9,0,0,0,3.3,0,0,0.3
"108","Patrick Marleau",37,"LW, C","2-Jul-17",3,"$18,750,000","$6,250,000","CAN",74,215,1997,1,2,82,4,5.9,28,0,6,-0.1,82.5,52,142,3,4,1,"$6,500,000.00","$6,666,667.00",20,10,5,30,"61.90%","8.60%",1019,"59","56.4","51.10%","1.80%",16.6,64,237,203,144,12,16,"28",113.1,78,87,38,40,30,96,"52.90%",1095,1048,801,744,164,148,7,9,2,16,14866,2.86,111.2,14,"88.80%","2.50%",0,0,0,484,0.14,11.6,52.1,"18.20%","8.40%",0,1,246,45,55,100,3558.2,9.5,29,43,72,861.2,14,3,356.7
"109","Brian Boyle",32,"C, LW","1-Jul-17",2,"$5,500,000","$2,750,000","USA",78,244,2003,1,26,75,3,3.5,66,0,2,-4,39.4,39.2,228,1,3,1,"$2,000,000.00","$2,000,000.00",10,9,6,19,"63.30%","7.50%",1006,"54.9","49.1","52.80%","3.90%",9.9,30,188,154,110,7,13,"20",145,102,69,12,18,28,216,"52.10%",728,651,567,496,75,76,3,3,1,6,5293,1.18,88.9,9.9,"90.00%","1.30%",0,0,0,4841,1.05,5.4,117.9,"4.40%","-6.50%",4,12,240,26,24,50,2485.4,-6.2,3,2,5,81.2,59,13,500.9
"110","Benoit Pouliot",30,"LW","1-Jul-17",1,"$1,150,000","$1,150,000","CAN",75,204,2005,1,4,67,-5,-3.5,34,0,1,-8.4,37.3,44.9,112,1,0,0,"$4,000,000.00","$4,000,000.00",8,6,5,14,"62.20%","6.00%",993,"52.1","55.4","48.40%","-0.30%",6.3,19,121,94,64,5,5,"10",151.2,37,52,41,33,28,7,"26.90%",681,727,504,514,90,112,0,0,0,0,3456,0.91,91.8,6.8,"93.10%","4.50%",0,0,0,5443,1.36,13.7,97.2,"12.40%","1.40%",6,9,193,30,50,80,2409.6,14.6,16,8,24,393.4,8,6,78.1
"111","Scott Hartnell",35,"LW","1-Jul-17",1,"$1,000,000","$1,000,000","CAN",74,215,2000,1,6,78,14,6.6,63,0,1,-10.6,46.8,35.2,200,2,1,1,"$5,000,000.00","$4,750,000.00",11,23,13,34,"81.00%","9.80%",1025,"56.7","51.2","52.50%","4.20%",8.8,36,152,118,92,9,3,"12",241.1,91,45,24,15,38,2,"40.00%",777,705,568,523,131,101,2,1,1,3,6589,1.44,65.8,8.5,"88.60%","0.90%",0,0,0,26,0.05,0,8.3,"0.00%","-13.40%",0,0,234,44,69,113,3171.7,15.1,27,21,48,651.7,2,2,11.6
"112","Mike Cammalleri",35,"LW, C","1-Jul-17",1,"$1,200,000","$1,000,000","CAN",69,185,2001,2,49,61,-9,-5.9,21,1,3,3.9,46.2,41.7,80,3,4,1,"$5,000,000.00","$5,000,000.00",9,12,8,21,"67.70%","8.20%",1014,"48.6","51","48.80%","3.70%",8,25,153,121,98,2,9,"11",179,43,47,24,20,10,16,"61.90%",687,728,506,564,98,106,1,9,6,10,9215,2.47,78.2,13.1,"85.70%","-1.00%",0,0,0,204,0.1,0,62.4,"0.00%","-9.10%",0,0,131,36,24,60,2041.7,-6.4,15,10,25,332.2,4,0,108.8
"113","Lance Bouma",27,"C, LW, RW","1-Jul-17",1,"$1,000,000","$1,000,000","CAN",74,208,2008,3,78,61,-2,-2.7,35,0,1,-3.1,16.6,29,209,0,0,0,"$2,200,000.00","$2,200,000.00",3,4,1,7,"41.20%","7.80%",991,"43.8","50","46.70%","-2.40%",4.6,13,81,67,45,0,8,"8",24.9,126,62,9,14,31,3,"37.50%",429,491,310,334,45,64,0,0,0,0,172,0.11,0,0,"0.00%","-86.10%",0,0,0,5840,1.59,9.9,95.9,"9.40%","-4.50%",3,9,200,22,29,51,2204.1,-43.3,0,1,1,21.6,69,7,375.6
"114","Tom Sestito",29,"LW","1-Jul-17",1,"$650,000","$650,000","USA",77,228,2006,3,85,13,0,-1.5,48,0,0,-6,1.4,2.3,73,0,0,0,"$575,000.00","$575,000.00",0,2,1,2,"66.70%","16.70%",1076,"31.9","50.9","38.50%","-10.90%",0.2,1,6,3,3,0,0,"0",12.7,19,8,2,0,2,0,"0.00%",38,61,27,45,4,8,0,0,0,0,25,0.05,0,0,"0.00%","-87.90%",0,0,0,0,0.01,0,0,"0.00%","-8.00%",0,0,84,4,6,10,530.6,-104,1,0,1,8.2,0,0,0
"115","Cal O'Reilly",30,"C","1-Jul-17",2,"$1,400,000","$700,000","CAN",72,193,2005,5,150,11,-6,-1.2,0,0,0,0.1,2.7,3.8,5,0,0,0,"$700,000.00","$700,000.00",0,1,1,1,"100.00%","3.70%",878,"38.5","60.2","39.00%","-9.70%",0.2,0,5,3,3,0,0,"0",49,2,2,1,3,3,26,"46.40%",48,78,35,60,4,12,0,0,0,0,587,0.88,76.3,0,"100.00%","5.10%",0,0,0,0,0,0,0,"0.00%","0.00%",0,0,20,2,3,5,172.6,-18.1,1,1,2,40.4,0,0,0.8
"116","Patrick Sharp",35,"LW, C","1-Jul-17",1,"$1,000,000","$800,000","CAN",73,200,2001,3,95,48,-22,-2.5,31,0,0,-3.7,39.6,31.6,80,2,0,0,"$5,000,000.00","$5,900,000.00",6,10,4,16,"94.10%","5.20%",940,"57.8","55.5","51.00%","0.80%",8.7,28,189,147,113,7,7,"14",143.3,24,41,15,15,21,16,"44.40%",614,589,455,413,86,82,1,0,0,1,6038,2.08,103.1,10.6,"90.70%","5.60%",1,0,1,787,0.3,12.1,79,"13.30%","1.00%",1,2,226,45,68,113,3286.4,39.8,25,38,63,669.6,1,0,14.2
"117","Tommy Wingels",29,"RW, LW","1-Jul-17",1,"$750,000","$750,000","USA",72,200,2008,6,177,73,-11,0.6,27,0,2,-2.1,25.7,32.1,201,1,0,2,"$2,600,000.00","$2,475,000.00",7,5,4,12,"66.70%","5.80%",966,"49.9","55.2","47.50%","-2.20%",6.9,30,114,99,79,2,6,"8",129.4,123,112,15,12,36,104,"42.20%",589,649,433,445,82,83,0,0,0,0,283,0.09,12.4,24.9,"33.30%","-56.40%",0,0,0,3111,0.78,18.5,93.8,"16.50%","3.00%",1,7,220,30,38,68,2853.7,0.5,5,13,18,243.3,35,18,259.2
"118","Greg McKegg",25,"C","1-Jul-17",1,"$650,000","$650,000","CAN",72,191,2010,3,62,46,-3,-5.4,22,0,0,-4.9,13.3,19.8,88,0,0,2,"$700,000.00","$700,000.00",3,4,3,7,"46.70%","8.80%",1022,"41.8","58.4","41.70%","-7.10%",2.8,7,51,43,33,1,2,"3",59.7,48,46,5,7,16,84,"48.80%",298,414,233,328,31,50,0,0,0,0,448,0.19,70,14,"83.30%","-8.10%",0,0,0,1274,0.49,10.5,86.9,"10.80%","-3.20%",0,0,19,2,0,2,155.3,6,0,0,0,1.7,0,0,4.4
"119","T.J. Tynan",25,"C","1-Jul-17",2,"$1,300,000","$650,000","USA",68,165,2011,3,66,3,-1,-0.1,0,0,0,0,0.7,0.7,2,0,0,0,"$600,000.00","$600,000.00",0,0,0,0,"0.00%","0.00%",929,"57.3","55.7","50.70%","3.30%",0.2,0,7,5,3,1,0,"1",0,1,1,0,0,1,0,"0.00%",22,21,14,20,3,2,0,0,0,0,0,0.03,0,0,"0.00%","-100.00%",0,0,0,0,0,0,0,"0.00%","0.00%",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"120","Chris Kunitz",37,"LW","1-Jul-17",1,"$3,000,000","$2,000,000","CAN",72,195,1998,10,266,71,0,1.6,36,0,3,-5.6,58.7,51.5,280,1,2,1,"$3,550,000.00","$3,850,000.00",9,15,7,24,"70.60%","6.70%",997,"58.9","58","50.40%","0.90%",11.8,43,189,146,113,13,6,"19",186.3,201,103,24,23,25,2,"9.10%",903,892,657,651,137,136,0,5,3,5,6713,1.62,91.1,18.4,"83.20%","-1.30%",0,0,0,3108,0.77,7.5,72.7,"9.30%","-3.30%",2,1,232,44,59,103,3392.5,34.4,24,20,44,667.1,2,8,45.3
"121","Bracken Kearns",36,"C","1-Jul-17",1,"$650,000","$650,000","CAN",72,200,1999,10,266,2,-1,-0.7,2,0,0,-1,0.3,1.1,9,0,0,0,"$800,000.00","$800,000.00",0,0,0,0,"0.00%","0.00%",933,"27","80.4","25.10%","-19.90%",0.2,0,5,5,3,0,0,"0",0,5,5,0,0,2,10,"58.80%",10,30,10,20,0,4,0,0,0,0,0,0.08,0,0,"0.00%","-66.70%",0,0,0,0,0.04,0,0,"0.00%","-14.30%",0,0,27,2,2,4,320.4,12.6,1,0,1,22.1,3,0,17.6
"122","Nick Bonino",29,"C","1-Jul-17",4,"$16,400,000","$4,100,000","USA",73,196,2007,6,173,80,-5,-4.5,16,0,1,-2.4,61,73.4,175,2,0,2,"$2,100,000.00","$1,900,000.00",11,14,7,25,"83.30%","6.30%",995,"51","58.9","46.40%","-4.00%",11.9,45,166,132,108,13,13,"26",193,55,77,20,24,77,455,"49.30%",826,958,623,676,134,165,6,5,3,11,8314,1.78,82.9,15,"84.70%","-0.90%",1,0,1,10995,2.18,16.6,89.4,"15.60%","4.60%",15,15,215,35,54,89,2595.9,5.4,10,17,27,444.6,58,1,416.9
"123","Ty Rattie",24,"RW","1-Jul-17",1,"$700,000","$700,000","CAN",72,195,2011,2,32,9,-2,-1.5,0,0,0,3,3.8,5.2,14,0,0,0,"$650,000.00","$650,000.00",0,2,2,2,"100.00%","4.30%",959,"51.4","56.2","47.80%","-1.60%",0.6,1,15,13,10,1,1,"2",81,10,7,0,4,4,0,"0.00%",81,89,60,67,7,16,0,0,0,0,55,0.15,0,0,"0.00%","-72.20%",0,0,0,4,0.03,0,0,"0.00%","-62.50%",0,0,26,4,4,8,225.1,2.6,0,0,0,13.4,0,0,0
"124","Mitch Callahan",25,"RW","1-Jul-17",2,"$1,400,000","$700,000","USA",72,190,2009,6,180,4,0,0.1,0,0,0,0,0.6,0.7,5,0,0,0,"$600,000.00","$600,000.00",0,0,0,0,"0.00%","0.00%",1000,"39.1","34.7","53.00%","5.10%",0.2,1,6,3,2,0,0,"0",0,3,3,0,1,2,0,"0.00%",18,16,13,11,2,4,0,0,0,0,0,0.05,0,0,"0.00%","-40.00%",0,0,0,0,0,0,0,"0.00%","-20.00%",0,0,1,0,0,0,9,20,0,0,0,0,0,0,0
"125","Jacob Josefson",26,"C, LW","1-Jul-17",1,"$700,000","$700,000","SWE",72,190,2009,1,20,38,-1,-4.1,16,0,1,-2.6,20.5,20.6,59,0,0,0,"$1,100,000.00","$1,100,000.00",1,8,3,9,"60.00%","8.30%",1009,"49.8","54.2","47.90%","1.20%",4.8,15,77,66,40,3,4,"7",65.8,30,41,7,6,12,149,"51.60%",343,369,272,286,45,58,0,1,0,1,2106,0.96,95.3,17.8,"84.30%","-1.80%",0,0,0,1297,0.62,2.5,71.8,"3.30%","-8.50%",1,0,147,4,6,10,1514.3,3,3,10,13,175.2,18,5,233
"126","Nick Cousins",23,"C, LW","1-Jul-17",2,"$2,000,000","$1,000,000","CAN",70,188,2011,3,68,60,-6,2,31,0,0,4,29.8,26.9,117,0,1,1,"$840,000.00","$840,000.00",5,9,4,14,"75.70%","5.60%",982,"61.5","55.6","52.50%","3.30%",7.8,27,147,111,88,6,10,"16",141.5,60,83,13,15,22,80,"39.00%",655,590,464,420,78,76,1,1,1,2,4244,1.21,69.4,13.1,"84.20%","-5.80%",0,0,0,89,0.04,55.6,55.6,"50.00%","44.70%",0,0,47,6,3,9,458.1,0.8,0,2,2,14.7,0,0,0
"127","Derek Grant",27,"C","1-Jul-17",1,"$650,000","$650,000","CAN",75,212,2008,4,119,46,-5,-2,24,0,0,-4,12.7,26.2,82,0,0,0,"$650,000.00","$650,000.00",0,4,2,4,"66.70%","4.60%",988,"45.8","61.8","42.50%","-4.20%",2.9,10,57,53,37,1,6,"7",82.7,25,21,4,5,16,164,"52.80%",247,333,180,245,34,38,0,0,0,0,1185,0.43,75.8,12.4,"86.00%","-2.60%",0,0,0,6042,2.16,4.3,109,"3.80%","-3.70%",5,11,35,0,3,3,290.7,1.2,0,0,0,3.7,5,1,57.6
"128","Michael Sgarbossa",24,"C","1-Jul-17",1,"$650,000","$650,000","CAN",72,186,2011,10,266,38,-5,0.2,9,0,0,0.3,15.1,15.1,65,0,0,0,"$600,000.00","$600,000.00",1,6,3,7,"77.80%","4.80%",986,"47.5","48","49.70%","1.70%",2.6,8,52,42,30,3,1,"4",102.8,37,35,13,6,16,130,"43.80%",309,312,255,236,31,34,1,1,1,2,1504,0.71,82.8,9.9,"89.30%","2.70%",0,0,0,339,0.16,0,59.2,"0.00%","-18.90%",0,0,4,0,1,1,29.1,19.2,0,0,0,0.3,0,0,0
