First Name,Last Name,End Team,Pos,GP,PPG,PPA,PPP,54G,54A1,54A2,PPP/60,PPShot,PPMiss,PPBlkd,PPSh%,PPCoSH%,PPPass,PPBlk,PPHitF,PPHitA,PPGive,PPTake,PPTOI,PPTOI/G,54TOI,54TOI/G,54TOF,54TOF/G,PP%,PPIGP,PPIAP,PPIPP,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,TmPPSCF,TmPPSCA,PPSC%,PPRelSC%,PPPenT,PPPenD,PPCorsi,PPOZ%,PPRelOZ%
Justin,Hodgman,ARI,C,5,1,0,1,1,0,0,16.4,1,1,0,100.00%,50.00%,0,0,0,1,1,0,3.7,0.73,3.3,0.66,35.2,7.04,8.60%,100.00%,0.00%,100.00%,2,0,100.00%,1,0,2,0,2,0,0,1,3,0,9.5,100,0,0,98.2,100,5.1
Cody,Hodgson,BUF,C,78,0,1,1,0,0,1,0.6,19,4,12,0.00%,0.00%,0,0,1,6,1,0,104.1,1.33,100.5,1.29,246.9,3.17,28.90%,0.00%,33.30%,33.30%,31,26,54.40%,3,2,75,19,75,19,4,33,68,14,3.9,82.9,2,0,81.8,86.1,-5
Mike,Hoffman,OTT,LW/C,79,1,2,3,1,1,1,1.3,18,14,19,5.60%,2.00%,11,0,0,5,7,3,138.1,1.75,133.7,1.69,306.2,3.88,30.40%,9.10%,18.20%,27.30%,1,0,100.00%,11,1,106,10,106,10,3,61,110,11,6.5,90.9,1,1,113,93.9,0.1
Nick,Holden,COL,D,78,2,4,6,2,2,2,2.5,14,9,5,14.30%,7.10%,21,1,6,3,1,1,144.3,1.85,133.8,1.72,240.4,3.08,35.80%,18.20%,36.40%,54.50%,,, ,11,0,105,24,105,24,2,38,104,19,-1.2,84.6,0,0,86.9,87.6,-7.3
Peter,Holland,TOR,C,62,1,2,3,1,1,1,2.6,5,1,1,20.00%,14.30%,9,0,3,2,2,3,69.1,1.11,64.3,1.04,289.5,4.67,18.20%,25.00%,50.00%,75.00%,12,15,44.40%,4,3,33,9,33,9,3,17,34,10,-6.7,77.3,0,0,54.7,89.3,-4.1
Korbinian,Holzer,TOR,D,34,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.9,0.03,1.8,0.05,179.7,5.28,1.00%,0.00%,0.00%,0.00%,,, ,0,0,1,1,1,1,0,0,1,0,19.2,100,0,0,0,100,7.9
Shawn,Horcoff,DAL,C,76,4,1,5,4,0,1,2.4,11,10,3,36.40%,16.70%,0,2,1,7,1,1,123.8,1.63,112.1,1.48,324.5,4.27,25.70%,33.30%,8.30%,41.70%,33,27,55.00%,12,2,63,14,63,14,4,51,80,16,2.9,83.3,0,0,75.1,84.9,-9
Patric,Hornqvist,PIT,RW,64,6,9,15,6,4,5,4.2,57,14,9,10.50%,7.50%,28,0,8,19,2,1,212.1,3.31,206.9,3.23,128.2,2,61.70%,18.20%,27.30%,45.50%,0,0, ,33,6,195,27,195,27,3,75,220,26,4.6,89.4,6,1,123.1,96.2,10.3
Bo,Horvat,VAN,C,68,0,0,0,0,0,0,0,7,0,1,0.00%,0.00%,0,0,0,0,0,0,17.7,0.26,17.3,0.25,292.3,4.3,5.60%,0.00%,0.00%,0.00%,11,11,50.00%,1,0,17,3,17,3,2,5,17,2,4.1,89.5,0,0,108.8,71.4,-22.5
Marian,Hossa,CHI,RW,82,6,11,17,6,4,7,5,41,12,25,14.60%,7.70%,32,0,3,7,6,3,203.4,2.48,187.9,2.29,248.5,3.03,43.10%,28.60%,52.40%,81.00%,0,0, ,21,3,149,18,149,18,4,91,121,20,-1.6,85.8,1,0,108.3,95.5,-1.5
Raman,Hrabarenka,NJD,D,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,3.4,3.39,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Jonathan,Huberdeau,FLA,LW/C,79,0,12,12,0,8,4,3.9,27,3,2,0.00%,0.00%,69,0,1,8,5,0,185.4,2.35,176.9,2.24,204.3,2.59,46.40%,0.00%,63.20%,63.20%,0,3,0.00%,19,4,145,23,145,23,4,55,114,23,-2.1,83.2,2,2,100.4,92.3,1
Jiri,Hudler,CGY,C/RW,78,6,10,16,5,6,3,4.1,42,14,8,14.30%,9.40%,43,1,6,7,6,6,232.4,2.98,233.5,2.99,167.8,2.15,58.20%,17.90%,32.10%,50.00%,6,8,42.90%,28,2,172,30,172,30,15,113,206,30,0.7,87.3,1,2,105.3,97.1,9.2
Brad,Hunt,EDM,D,11,1,0,1,1,0,0,2.2,6,6,4,16.70%,6.30%,0,0,0,0,1,1,27.7,2.52,26.7,2.42,28.7,2.61,48.20%,33.30%,0.00%,33.30%,,, ,3,1,22,4,22,4,0,11,19,4,-13.6,82.6,0,0,106,100,3.9
Matt,Hunwick,NYR,D,55,0,2,2,0,1,1,3.9,4,1,4,0.00%,0.00%,13,0,0,0,0,0,30.9,0.56,27.7,0.5,241.6,4.39,10.30%,0.00%,100.00%,100.00%,,, ,2,1,24,1,24,1,2,18,25,2,5,92.6,0,0,122.3,88.2,-5.6
Jarome,Iginla,COL,RW,82,8,5,13,8,3,2,3.4,55,19,29,14.50%,7.80%,29,0,4,4,6,1,228.1,2.78,214.3,2.61,179.7,2.19,54.40%,44.40%,27.80%,72.20%,11,12,47.80%,18,1,153,29,153,29,6,87,158,26,0.5,85.9,1,1,91,94.7,3.7
Matt,Irwin,SJS,D,53,1,2,3,1,2,0,2.5,16,5,15,6.30%,2.80%,20,2,0,7,1,1,70.7,1.33,67.4,1.27,199.7,3.77,25.20%,25.00%,50.00%,75.00%,,, ,4,2,35,14,35,14,3,36,31,14,-20.7,68.9,0,0,65.3,81.8,-9.1
Barret,Jackman,STL,D,80,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.1,0.01,0.9,0.01,391.7,4.9,0.20%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,8
Tim,Jackman,ANA,RW,55,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2.6,0.05,1.1,0.02,283.3,5.15,0.40%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,1,-89.3,0,1,0,0,75,-17.6
Jaromir,Jagr,FLA,RW,77,4,7,11,4,4,2,3.6,26,5,14,15.40%,8.90%,24,0,0,6,8,2,182.1,2.36,171.8,2.23,178.6,2.32,49.00%,17.40%,26.10%,43.50%,0,0, ,23,1,114,19,114,19,4,56,128,16,1.7,88.9,1,1,87,94.6,-1.6
Calle,Jarnkrok,NSH,C,74,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,15.2,0.21,14,0.19,379.7,5.13,3.50%,0.00%,0.00%,0.00%,9,9,50.00%,2,0,6,3,6,3,0,5,6,2,-13.1,75,0,1,51.2,100,6.1
Dmitrij,Jaskin,STL,RW,54,3,0,3,3,0,0,3.1,17,5,1,17.60%,13.00%,0,1,3,6,2,0,57.4,1.06,55.8,1.03,191,3.54,22.60%,60.00%,0.00%,60.00%,2,1,66.70%,5,0,55,7,55,7,4,24,61,9,4.2,87.1,0,0,126.6,80,-12.7
Boone,Jenner,CBJ,C,31,2,3,5,2,2,1,4.4,13,5,3,15.40%,9.50%,13,0,0,3,0,0,68.3,2.2,67.8,2.19,86.4,2.79,44.00%,20.00%,30.00%,50.00%,20,21,48.80%,10,1,53,7,53,7,2,21,65,8,1.3,89,0,1,105.5,93.1,-1.4
Nicklas,Jensen,VAN,RW/LW,5,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.6,0.12,0.3,0.07,22.3,4.45,1.50%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,1,0,0,,,0,0,60,,
Jesse,Joensuu,EDM,LW,20,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,4,0.2,3.8,0.19,103.1,5.16,3.50%,0.00%,0.00%,0.00%,0,0, ,0,0,1,0,1,0,1,0,2,0,13.5,100,0,0,15.1,100,3.9
Ryan,Johansen,CBJ,C,82,7,19,26,7,9,10,6.6,51,16,25,13.70%,7.60%,51,0,4,4,12,2,235.3,2.87,223.8,2.73,176,2.15,56.00%,19.40%,52.80%,72.20%,131,119,52.40%,36,4,166,31,166,31,5,92,197,35,-8.2,84.9,2,1,99.2,95.2,6.1
Marcus,Johansson,WSH,LW/C,82,3,12,15,3,1,11,3.8,22,9,7,13.60%,7.90%,7,0,3,14,11,2,239.7,2.92,239.5,2.92,127.4,1.55,65.30%,7.90%,31.60%,39.50%,1,1,50.00%,38,1,212,37,212,37,7,102,216,25,3.9,89.6,1,3,120.7,98.5,7.2
Erik,Johnson,COL,D,47,3,3,6,3,2,1,2.9,26,6,20,11.50%,5.80%,18,0,3,3,3,0,124.1,2.64,119.7,2.55,120.8,2.57,49.80%,30.00%,30.00%,60.00%,,, ,10,1,78,15,78,15,0,49,92,9,6.8,91.1,0,0,88.9,95,4.1
Jack,Johnson,CBJ,D,79,3,18,21,3,7,11,5.9,33,14,13,9.10%,5.00%,38,3,6,6,2,0,214.1,2.71,205,2.59,172.5,2.18,54.30%,9.10%,54.50%,63.60%,,, ,33,2,145,19,145,19,4,77,176,23,1.9,88.4,0,0,99.8,94.1,3.7
Tyler,Johnson,TBL,C,77,8,9,17,8,8,1,5.9,27,14,17,29.60%,13.80%,36,0,1,8,5,0,173.1,2.25,165.9,2.15,247.4,3.21,40.10%,33.30%,37.50%,70.80%,74,63,54.00%,24,1,84,20,84,20,3,61,131,20,3.8,86.8,2,4,72.4,94.1,0
Jussi,Jokinen,FLA,LW/C,81,2,7,9,2,3,4,3,34,8,12,5.90%,3.70%,32,0,5,3,5,2,180.3,2.23,172.4,2.13,221.2,2.73,43.80%,13.30%,46.70%,60.00%,32,19,62.70%,15,2,147,26,147,26,6,73,123,23,-1.3,84.3,2,0,107.1,91.5,-0.5
Olli,Jokinen,STL,C,62,0,0,0,0,0,0,0,2,3,1,0.00%,0.00%,0,0,0,1,0,0,25,0.4,24.4,0.39,314.2,5.07,7.20%,0.00%,0.00%,0.00%,7,7,50.00%,0,0,8,7,8,7,2,9,9,5,-21.4,64.3,0,0,21.6,87,-6.7
Jyrki,Jokipakka,DAL,D,51,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,3,0.06,3.6,0.07,275.9,5.41,1.30%,0.00%,0.00%,0.00%,,, ,0,0,2,0,2,0,0,0,3,0,18.2,100,0,0,80.9,100,6.8
Blair,Jones,PHI,C,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,26.9,6.72,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
David,Jones,CGY,RW,67,2,0,2,2,0,0,1.9,7,3,3,28.60%,15.40%,0,0,2,3,0,0,64.1,0.96,59.5,0.89,279.4,4.17,17.50%,50.00%,0.00%,50.00%,2,3,40.00%,4,1,37,8,37,8,3,37,43,7,-3.5,86,0,0,88.9,90,-4.6
Seth,Jones,NSH,D,82,2,9,11,2,3,6,3.7,27,14,14,7.40%,3.60%,28,1,1,5,8,1,179.1,2.18,172.3,2.1,270.8,3.3,38.90%,13.30%,60.00%,73.30%,,, ,15,3,124,18,124,18,5,59,117,19,-3.1,86,1,0,93.1,93.4,-1.1
Josh,Jooris,CGY,C/RW,60,4,1,5,3,1,0,7.4,8,3,3,50.00%,28.60%,6,0,0,1,1,0,40.5,0.68,39.2,0.65,273,4.55,12.50%,60.00%,20.00%,80.00%,15,13,53.60%,5,1,24,7,24,7,0,21,26,8,-15.3,76.5,1,0,87.4,90.3,-5.3
Michal,Jordan,CAR,D,38,2,0,2,2,0,0,3.1,8,1,2,25.00%,18.20%,0,1,0,1,1,1,39.1,1.03,35.4,0.93,145.8,3.84,19.60%,66.70%,0.00%,66.70%,,, ,3,0,31,3,31,3,2,17,28,2,1.1,93.3,0,0,113.7,93.9,-2.4
Jacob,Josefson,NJD,C,62,0,2,2,0,0,2,3.8,2,0,1,0.00%,0.00%,0,0,0,5,3,0,31.9,0.51,29.1,0.47,220.8,3.56,11.60%,0.00%,66.70%,66.70%,11,11,50.00%,3,0,22,4,22,4,0,5,28,3,6.7,90.3,1,0,82.9,80,-12.6
Roman,Josi,NSH,D,81,3,12,15,3,7,4,3.6,39,8,36,7.70%,3.60%,56,8,4,6,3,0,251.7,3.11,245.2,3.03,195.7,2.42,55.60%,12.00%,44.00%,56.00%,,, ,25,3,174,28,174,28,15,95,157,23,-2,87.2,2,1,93.9,93.9,-1.5
Tomas,Jurco,DET,RW,63,1,1,2,1,1,0,1.7,12,2,6,8.30%,5.00%,12,0,1,2,1,2,71.6,1.14,64,1.02,303.1,4.81,17.40%,25.00%,25.00%,50.00%,0,0, ,4,0,45,6,45,6,1,29,59,4,5.6,93.7,0,0,92.2,88.9,-5.1
Nazem,Kadri,TOR,C,73,3,4,7,3,1,2,2.3,31,14,12,9.70%,5.30%,11,1,3,25,6,2,180.5,2.47,165.1,2.26,245.5,3.36,40.20%,27.30%,27.30%,54.50%,43,65,39.80%,11,4,110,32,110,32,7,52,128,28,-2.4,82.1,0,2,69.1,93.6,0.1
Patrick,Kaleta,BUF,RW,42,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,1,0,0,1.5,0.04,1.7,0.04,184.5,4.39,0.90%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,-88.7
Steven,Kampfer,FLA,D,25,0,1,1,0,1,0,5.6,2,0,1,0.00%,0.00%,10,0,0,1,0,0,10.7,0.43,8.1,0.32,117.9,4.71,6.40%,0.00%,100.00%,100.00%,,, ,1,0,9,2,9,2,0,2,4,0,16,100,0,0,95.3,83.3,-7.3
Evander,Kane,WPG,LW,37,4,2,6,3,1,1,4.5,20,6,10,20.00%,11.10%,7,0,3,6,2,1,80.1,2.16,75.4,2.04,116.8,3.16,39.20%,42.90%,28.60%,71.40%,5,3,62.50%,7,1,44,8,44,8,1,46,49,6,6.3,89.1,0,0,92.1,82.3,-8.2
Patrick,Kane,CHI,RW,61,6,16,22,6,9,6,5.9,40,12,18,15.00%,8.60%,66,0,2,9,6,3,224.3,3.68,225.4,3.69,117.2,1.92,65.80%,20.70%,51.70%,72.40%,0,0, ,29,3,184,27,184,27,2,115,198,21,8.5,90.4,0,1,121.2,98.7,9.1
Erik,Karlsson,OTT,D,82,6,24,30,6,14,10,4.6,93,52,62,6.50%,2.90%,125,5,5,5,11,4,393.7,4.8,388.6,4.74,75.8,0.92,83.70%,14.60%,58.50%,73.20%,,, ,41,5,326,52,326,52,12,186,339,53,3.2,86.5,2,1,115.5,95.3,11.7
Melker,Karlsson,SJS,C,53,1,0,1,1,0,0,1.1,1,1,1,100.00%,33.30%,0,1,1,5,1,0,55,1.04,50.2,0.95,221.1,4.17,18.50%,33.30%,0.00%,33.30%,5,7,41.70%,3,2,22,7,22,7,1,24,21,9,-17.3,70,0,0,59,82.9,-7.4
William,Karlsson,CBJ,C,21,0,1,1,0,1,0,1.5,6,3,1,0.00%,0.00%,10,0,0,6,2,0,40.4,1.92,37.6,1.79,67.2,3.2,35.90%,0.00%,33.30%,33.30%,13,20,39.40%,3,0,28,7,28,7,0,6,24,4,-5.8,85.7,0,0,75.8,96.6,0.9
Zack,Kassian,VAN,RW,42,1,0,1,1,0,0,2.2,5,3,1,20.00%,11.10%,0,0,0,1,1,1,27.5,0.65,26.5,0.63,170.3,4.05,13.50%,25.00%,0.00%,25.00%,0,1,0.00%,4,0,16,7,16,7,1,12,17,9,-21.2,65.4,1,0,72.1,96.2,3.2
Duncan,Keith,CHI,D,80,3,13,16,3,7,5,3.6,48,17,47,6.30%,2.70%,63,3,0,4,6,1,267.9,3.35,263.8,3.3,167.8,2.1,61.10%,11.50%,46.20%,57.70%,,, ,26,3,209,27,209,27,6,135,214,26,7.7,89.2,0,0,115.6,98.5,7.5
Chris,Kelly,BOS,C,80,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,6.8,0.08,8,0.1,346.1,4.33,2.30%,0.00%,0.00%,0.00%,4,5,44.40%,0,0,3,2,3,2,1,0,3,2,-27.9,60,1,0,8.8,100,4.4
Ronalds,Kenins,VAN,LW,30,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2.9,0.1,2.8,0.09,135.3,4.51,2.00%,0.00%,0.00%,0.00%,0,0, ,0,0,1,0,1,0,1,0,1,0,11.9,100,0,0,21.1,50,-45.2
Tyler,Kennedy,NYI,C/LW,38,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,5.4,0.14,5.1,0.14,181.2,4.77,2.80%,0.00%,0.00%,0.00%,0,0, ,0,1,4,0,4,0,0,0,3,1,-13.3,75,0,0,77.5,66.7,-28.2
Ryan,Kesler,ANA,C,81,5,6,11,5,5,1,3.2,57,26,31,8.80%,4.40%,50,0,9,11,4,2,206,2.54,197.7,2.44,187.7,2.32,51.30%,23.80%,28.60%,52.40%,131,94,58.20%,21,3,188,25,188,25,2,95,195,20,7,90.7,3,1,127.3,92.3,0.9
Phil,Kessel,TOR,RW/C,82,8,17,25,6,8,9,5,66,22,47,12.10%,5.90%,64,1,0,10,16,1,302.9,3.69,291.1,3.55,169,2.06,63.30%,18.20%,51.50%,69.70%,1,1,50.00%,33,6,231,57,231,57,12,131,269,45,5,85.7,2,0,97.8,94.8,4.4
Alex,Khokhlachev,BOS,C/LW,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2.8,0.94,2.4,0.79,7.9,2.63,23.20%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,1,0,0,,,0,0,21.2,,
Alex,Killorn,TBL,C/LW,71,1,2,3,1,1,1,1.2,14,9,7,7.10%,3.30%,9,0,3,12,5,1,145.1,2.04,140.9,1.98,257.8,3.63,35.30%,9.10%,18.20%,27.30%,1,1,50.00%,11,2,86,13,86,13,4,47,94,17,-0.7,84.7,4,2,81.9,94.6,-0.3
Jakub,Kindl,DET,D,35,2,5,7,2,2,2,6.3,14,1,14,14.30%,6.90%,11,1,1,1,3,0,66.3,1.9,67,1.91,150.1,4.29,30.90%,18.20%,36.40%,54.50%,,, ,11,1,52,8,52,8,2,35,64,10,-6.8,86.5,0,0,118.5,90.4,-5.1
Dwight,King,LAK,LW,81,0,1,1,0,1,0,1.6,1,0,0,0.00%,0.00%,27,1,0,1,1,0,37.1,0.46,33.9,0.42,358.8,4.43,8.60%,0.00%,100.00%,100.00%,0,0, ,1,0,26,6,26,6,3,7,19,6,-8.9,76,0,0,72.8,93.9,-0.2
Oscar,Klefbom,EDM,D,60,0,2,2,0,1,1,4.4,5,3,5,0.00%,0.00%,11,0,0,1,0,0,27.5,0.46,27.7,0.46,231.5,3.86,10.70%,0.00%,100.00%,100.00%,,, ,2,0,20,2,20,2,0,18,15,1,7,93.8,0,0,122.1,88.9,-6.1
Kevin,Klein,NYR,D,65,0,0,0,0,0,0,0,1,0,1,0.00%,0.00%,0,0,0,0,0,0,6.5,0.1,7.7,0.12,302,4.65,2.50%,0.00%,0.00%,0.00%,,, ,0,0,3,2,3,2,0,2,4,1,-5.8,80,0,0,37.2,55.6,-37.2
Carl,Klingberg,WPG,LW,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,11.8,5.9,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
John,Klingberg,DAL,D,65,2,10,12,2,6,4,3.8,27,11,19,7.40%,3.50%,42,2,0,8,9,2,191,2.94,187.8,2.89,169.3,2.6,52.60%,8.00%,40.00%,48.00%,,, ,25,1,150,29,150,29,4,83,166,33,-0.5,83.4,1,0,108.4,92.7,0.8
Rob,Klinkhammer,EDM,LW/C,69,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,5,0.07,3.9,0.06,315.8,4.58,1.20%,0.00%,0.00%,0.00%,0,0, ,1,0,4,0,4,0,0,1,0,0,,,0,0,119.6,83.3,-9.6
Corban,Knight,CGY,C,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,16.2,8.12,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Slater,Koekkoek,TBL,D,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0.01,0.4,0.12,9.5,3.16,3.70%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,0
Mikko,Koivu,MIN,C,80,4,11,15,4,5,6,3.4,57,5,14,7.00%,5.30%,49,1,3,8,9,4,261.2,3.26,261.5,3.27,142,1.77,64.80%,14.80%,40.70%,55.60%,174,124,58.40%,27,2,240,28,240,28,7,99,231,23,4.1,90.9,3,0,124.3,98.2,11
Leo,Komarov,TOR,C,62,0,1,1,0,1,0,7.4,1,0,0,0.00%,0.00%,4,0,0,1,0,0,8.1,0.13,8.4,0.13,344,5.55,2.40%,0.00%,100.00%,100.00%,0,2,0.00%,1,0,3,1,3,1,0,5,5,2,-14.7,71.4,0,0,74.2,66.7,-26.3
Tomas,Kopecky,FLA,RW,64,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,0,0,0,2,1,0,7.7,0.12,6,0.09,304.6,4.76,1.90%,0.00%,0.00%,0.00%,0,0, ,0,0,4,0,4,0,0,0,3,0,14.9,100,1,0,62.1,80,-11.1
Anze,Kopitar,LAK,C,79,6,18,24,6,9,6,6.4,25,10,17,24.00%,11.50%,61,0,5,12,13,0,224.4,2.84,222.9,2.82,162.8,2.06,57.80%,20.70%,51.70%,72.40%,109,76,58.90%,29,1,167,29,167,29,3,103,200,29,7.8,87.3,0,0,108,97.2,8.2
Lauri,Korpikoski,ARI,LW,69,5,3,8,5,3,0,7.3,11,8,1,45.50%,25.00%,16,0,1,5,2,0,65.3,0.95,62.1,0.9,248.7,3.6,20.00%,45.50%,27.30%,72.70%,0,1,0.00%,11,1,47,9,47,9,3,26,58,11,1.1,84.1,0,0,100.1,95.5,3.4
Michael,Kostka,NYR,D,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.5,0.06,0.5,0.07,38.8,5.54,1.30%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,1,1,0,10,100,0,0,60,,
Brandon,Kozun,TOR,RW,20,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.7,0.04,0.7,0.03,121,6.05,0.60%,0.00%,0.00%,0.00%,0,0, ,0,0,1,1,1,1,0,0,1,0,12.1,100,0,0,0,100,5.8
Chris,Kreider,NYR,LW/C,80,7,1,8,6,0,1,3.2,23,9,1,30.40%,21.20%,0,0,9,7,5,0,150.5,1.88,144.3,1.8,228.7,2.86,38.70%,50.00%,8.30%,58.30%,1,4,20.00%,12,4,124,19,124,19,7,60,110,18,-3.4,85.9,2,2,108.1,89.1,-4.7
David,Krejci,BOS,C,47,1,7,8,1,4,3,4.6,13,7,19,7.70%,2.60%,28,0,1,5,3,3,104.1,2.21,97.3,2.07,98.7,2.1,49.60%,7.10%,50.00%,57.10%,21,9,70.00%,14,2,84,19,84,19,3,56,89,21,-9.9,80.9,1,1,112.4,94.3,-1.8
Niklas,Kronwall,DET,D,80,3,20,23,3,9,11,5.4,39,16,25,7.70%,3.80%,54,6,8,5,3,0,257.4,3.22,251.6,3.14,200.2,2.5,55.70%,7.70%,51.30%,59.00%,,, ,39,4,196,36,196,36,11,91,241,30,0.9,88.9,0,0,101.4,94,1.1
Torey,Krug,BOS,D,78,2,12,14,2,7,5,4.1,61,22,33,3.30%,1.70%,72,4,3,8,4,1,204.2,2.62,198.3,2.54,149.1,1.91,57.10%,10.00%,60.00%,70.00%,,, ,20,2,186,31,186,31,7,94,192,33,-6.3,85.3,0,0,121.9,96.3,0.9
Marcus,Kruger,CHI,C,81,0,0,0,0,0,0,0,0,1,0,0.00%,0.00%,0,0,0,0,0,0,2,0.03,2,0.02,430.5,5.31,0.50%,0.00%,0.00%,0.00%,1,2,33.30%,0,0,0,0,0,0,0,1,1,0,13.1,100,1,0,29.5,100,3.4
Nikita,Kucherov,TBL,RW,82,2,13,15,2,6,7,5,33,15,13,6.10%,3.30%,29,0,1,7,14,0,181,2.21,172.7,2.11,276.7,3.37,38.40%,8.70%,56.50%,65.20%,0,0, ,23,1,87,19,87,19,4,66,131,19,4.5,87.3,3,0,72.9,94.2,-0.3
Brett,Kulak,CGY,D,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.7,0.65,0.4,0.35,0.8,0.79,30.70%,0.00%,0.00%,0.00%,,, ,0,0,1,0,1,0,0,0,0,0,,,0,0,120,100,
Nikolay,Kulemin,NYI,LW,82,0,0,0,0,0,0,0,1,1,0,0.00%,0.00%,0,0,0,1,0,1,20.1,0.24,14.6,0.18,412.7,5.03,3.40%,0.00%,0.00%,0.00%,0,0, ,0,0,16,2,16,2,0,7,12,2,-4.1,85.7,0,0,104.6,90,-6.2
Dmitry,Kulikov,FLA,D,73,1,5,6,1,2,3,3.3,15,8,12,6.70%,2.90%,15,4,0,4,2,1,109.1,1.49,98.7,1.35,257.9,3.53,27.70%,8.30%,41.70%,50.00%,,, ,12,1,80,12,80,12,6,37,74,12,2.5,86.1,1,0,97.9,89.1,-4.3
Chris,Kunitz,PIT,LW,74,9,7,16,9,4,3,4.2,41,14,8,22.00%,14.30%,27,0,27,12,6,2,228.7,3.09,226.3,3.06,154.5,2.09,59.40%,25.70%,20.00%,45.70%,4,3,57.10%,35,5,204,29,204,29,7,75,224,32,-1.3,87.5,3,0,117.5,96.8,12.8
Evgeny,Kuznetsov,WSH,C,80,4,9,13,4,5,3,7.1,27,2,11,14.80%,10.00%,31,0,0,6,4,2,110.2,1.38,106.5,1.33,255.3,3.19,29.40%,23.50%,47.10%,70.60%,32,32,50.00%,17,2,88,25,88,25,2,44,94,20,-8.2,82.5,1,3,99.7,89.2,-9.5
Andrew,Ladd,WPG,LW,81,9,10,19,9,4,6,4.4,50,22,14,18.00%,10.50%,30,1,8,4,4,1,259.7,3.21,249.9,3.08,184.3,2.27,57.60%,28.10%,31.30%,59.40%,1,0,100.00%,32,1,208,36,208,36,8,148,275,33,2.8,89.3,2,1,119,92.3,8.3
Brooks,Laich,WSH,C,66,0,1,1,0,1,0,2.4,2,0,0,0.00%,0.00%,21,0,0,3,0,0,25.1,0.38,22.6,0.34,281.9,4.27,7.40%,0.00%,100.00%,100.00%,0,0, ,1,1,20,8,20,8,0,10,22,7,-12.6,75.9,0,1,81.2,89.5,-7.5
Anton,Lander,EDM,C,38,4,3,7,4,1,2,5.4,15,2,1,26.70%,22.20%,6,1,0,3,3,0,78.5,2.06,72.5,1.91,89.2,2.35,44.80%,33.30%,25.00%,58.30%,17,21,44.70%,12,1,57,8,57,8,3,33,70,9,-4.6,88.6,0,1,106.3,96.8,5.6
Gabriel,Landeskog,COL,LW,82,8,9,17,8,2,7,5,40,13,6,20.00%,13.60%,14,0,11,12,6,0,204.1,2.49,203,2.48,191.1,2.33,51.50%,33.30%,37.50%,70.80%,3,9,25.00%,24,0,144,23,144,23,2,81,152,19,6.5,88.9,1,3,101.4,94.7,3.3
