First Name,Last Name,End Team,Pos,GP,PPG,PPA,PPP,54G,54A1,54A2,PPP/60,PPShot,PPMiss,PPBlkd,PPSh%,PPCoSH%,PPPass,PPBlk,PPHitF,PPHitA,PPGive,PPTake,PPTOI,PPTOI/G,54TOI,54TOI/G,54TOF,54TOF/G,PP%,PPIGP,PPIAP,PPIPP,PPFOW,PPFOL,PPFO%,TmPPGF,TmPPGA,TmPPSVA,TmPPSVF,TmPPMF,TmPPMA,TmPPBF,TmPPBA,TmPPSCF,TmPPSCA,PPSC%,PPRelSC%,PPPenT,PPPenD,PPCorsi,PPOZ%,PPRelOZ%
Justin,Abdelkader,DET,LW,71,8,6,14,8,5,1,4.2,36,11,2,22.20%,16.30%,29,0,8,7,2,0,199.5,2.81,196.4,2.77,205.8,2.9,48.80%,25.00%,18.80%,43.80%,2,1,66.70%,32,7,153,28,77,8,5,75,198,28,-1.5,87.6,5,4,86.9,95.1,1.7
Will,Acton,EDM,C/RW,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.1,0.02,0.1,0.03,17.5,5.85,0.50%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,0
Luke,Adam,CBJ,C,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,1,0,0,0,0,0,0.6,0.19,17.9,5.98,3.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,1,1,0,27.3,100,0,0,60,,
Craig,Adams,PIT,RW,70,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2.4,0.03,1.7,0.02,353.7,5.05,0.50%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,2,0,0,100,6.7
Andrew,Agozzino,COL,LW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,7.9,7.88,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Jason,Akeson,PHI,RW,13,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,1,0,3,0.23,3.6,0.28,68.1,5.24,5.00%,0.00%,0.00%,0.00%,0,0, ,0,0,2,1,2,1,0,1,2,1,-22.6,66.7,1,0,61,50,-45.1
Bryan,Allen,MTL,D,11,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,38.7,3.52,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Conor,Allen,NYR,D,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.5,0.12,0.2,0.06,16.9,4.23,1.30%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,14.3
Mark,Alt,PHI,D,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,5.8,5.83,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Karl,Alzner,WSH,D,82,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.6,0.02,1.7,0.02,365.2,4.45,0.50%,0.00%,0.00%,0.00%,,, ,0,0,1,0,1,0,0,1,0,0,,,0,0,114.9,100,3.7
Josh,Anderson,CBJ,RW,6,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.1,0.02,0.1,0.01,33.3,5.54,0.20%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,0
Joakim,Andersson,DET,C,68,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,0,0,0,1,0,0,7,0.1,5.8,0.08,367.2,5.4,1.50%,0.00%,0.00%,0.00%,2,2,50.00%,0,0,4,1,4,1,2,0,6,0,12.5,100,0,0,34.3,80,-14.3
Andy,Andreoff,LAK,LW/C,18,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.9,0.1,1.1,0.06,76.9,4.27,1.50%,0.00%,0.00%,0.00%,0,0, ,0,0,1,0,1,0,0,0,1,0,22.5,100,0,0,64.3,,
Sven,Andrighetto,MTL,RW,12,0,0,0,0,0,0,0,3,0,1,0.00%,0.00%,0,0,0,2,1,0,18.6,1.55,17.4,1.45,49.6,4.13,25.90%,0.00%,0.00%,0.00%,0,1,0.00%,2,2,12,4,12,4,2,7,13,4,-11.3,76.5,0,0,67.9,80,-11.3
Mike,Angelidis,TBL,LW,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.1,0.04,0,0,11.5,3.82,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Artem,Anisimov,CBJ,C,52,0,4,4,0,4,0,2.9,13,7,4,0.00%,0.00%,47,0,3,6,5,0,83.7,1.61,79.3,1.52,163.3,3.14,32.70%,0.00%,66.70%,66.70%,12,13,48.00%,6,0,64,10,64,10,3,26,61,7,3.2,89.7,0,1,98.2,88.6,-2.2
Mark,Arcobello,ARI,C/RW,77,1,3,4,1,2,1,3.6,13,6,6,7.70%,4.00%,20,0,1,4,5,0,67,0.87,65.4,0.85,291.7,3.79,18.30%,16.70%,50.00%,66.70%,35,19,64.80%,6,0,55,7,55,7,2,28,55,8,0.8,87.3,3,1,114.7,93,-3.4
Joel,Armia,BUF,RW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,2,1.98,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Viktor,Arvidsson,NSH,LW,6,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,35.7,5.96,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Carter,Ashton,TOR,RW,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,37.4,5.35,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Cam,Atkinson,CBJ,RW,78,7,3,10,7,1,2,3.3,42,11,13,16.70%,10.60%,9,0,1,4,4,1,180.3,2.31,177.7,2.28,205.1,2.63,46.40%,38.90%,16.70%,55.60%,1,0,100.00%,18,1,152,13,152,13,3,69,166,10,12.6,94.3,1,1,120.2,92.2,-0.9
Keith,Aulie,EDM,D,31,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.2,0.04,1,0.03,119.9,3.87,0.80%,0.00%,0.00%,0.00%,,, ,0,0,1,0,1,0,0,0,0,0,,,0,0,104.3,100,4.3
David,Backes,STL,C/RW,80,10,6,16,10,4,2,5,36,10,7,27.80%,18.90%,25,1,13,7,3,2,193.5,2.42,188.1,2.35,203.4,2.54,48.00%,31.30%,18.80%,50.00%,79,57,58.10%,32,3,164,18,164,18,9,77,179,24,1.7,88.2,4,0,120.6,91.5,-1.6
Mikael,Backlund,CGY,C,52,0,1,1,0,0,1,0.7,9,5,2,0.00%,0.00%,0,0,1,8,7,1,87.7,1.69,83.1,1.6,172.9,3.33,32.50%,0.00%,33.30%,33.30%,33,44,42.90%,3,1,58,9,58,9,2,44,67,8,5.7,89.3,0,0,97.2,85.1,-11.8
Nicklas,Backstrom,WSH,C,82,3,30,33,3,14,16,7.8,32,10,14,9.40%,5.40%,90,1,2,4,7,2,254.1,3.1,251.6,3.07,115.3,1.41,68.60%,7.00%,69.80%,76.70%,88,66,57.10%,43,1,232,34,232,34,7,111,239,23,10,91.2,0,1,128,98.9,10.2
Sven,Baertschi,VAN,LW,18,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,4.7,0.26,5.5,0.31,103.7,5.76,5.10%,0.00%,0.00%,0.00%,0,0, ,1,0,4,2,4,2,0,3,3,0,11.6,100,0,0,103.2,100,6.2
Casey,Bailey,TOR,C,6,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.8,0.13,0.8,0.14,33.5,5.59,2.40%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,0
Josh,Bailey,NYI,LW/C,70,2,2,4,0,0,2,2.1,8,4,3,25.00%,13.30%,0,0,1,4,5,2,115.1,1.64,105,1.5,247.4,3.53,29.80%,0.00%,28.60%,28.60%,3,7,30.00%,7,0,84,18,84,18,2,35,75,16,-8.7,82.4,1,1,89.7,90.5,-7.4
Keith,Ballard,MIN,D,14,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,0.5,0.04,0.7,0.05,86.1,6.15,0.80%,0.00%,0.00%,0.00%,,, ,0,0,1,0,1,0,0,0,0,1,-89.9,0,0,0,120,0,-98.6
Mark,Barberio,TBL,D,52,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,0,0,0,1,0,0,3.3,0.06,4.2,0.08,257.7,4.96,1.60%,0.00%,0.00%,0.00%,,, ,0,0,1,2,1,2,0,2,3,2,-24,60,0,0,0,66.7,-28.1
Aleksander,Barkov,FLA,C,71,3,4,7,3,1,3,2.6,18,5,4,16.70%,11.10%,8,0,4,17,4,3,160.9,2.27,146.7,2.07,195.4,2.75,42.90%,17.60%,23.50%,41.20%,52,64,44.80%,17,3,121,16,121,16,3,53,103,18,1,85.1,3,0,102.2,91.1,-2.4
Tyson,Barrie,COL,D,80,2,14,16,2,6,8,4,36,23,27,5.60%,2.30%,46,1,5,4,5,2,237.2,2.97,220.7,2.76,163.7,2.05,57.40%,7.70%,53.80%,61.50%,,, ,26,0,172,34,172,34,9,83,176,29,0.6,85.9,1,1,95.1,94,1.8
Matt,Bartkowski,BOS,D,47,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,3.6,0.08,3.1,0.07,210.2,4.47,1.50%,0.00%,0.00%,0.00%,,, ,0,0,2,1,2,1,0,0,1,0,12.9,100,0,0,33,75,-20.8
Victor,Bartley,NSH,D,37,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.4,0.01,0.4,0.01,185.1,5,0.20%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,1,1,0,9.8,100,0,0,60,,
Kyle,Baun,CHI,RW,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,5.9,1.96,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Jay,Beagle,WSH,RW/C,62,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.8,0.03,2.7,0.04,277.2,4.47,1.00%,0.00%,0.00%,0.00%,1,2,33.30%,0,0,0,0,0,0,0,0,0,0,,,0,0,0,66.7,-30.1
Francois,Beauchemin,ANA,D,64,2,1,3,2,0,1,1.8,23,9,12,8.70%,4.50%,0,0,2,3,2,0,98.5,1.54,95.6,1.49,195,3.05,32.90%,25.00%,12.50%,37.50%,,, ,8,1,73,12,73,12,1,37,61,11,-4.3,84.7,0,0,100.5,91.9,0.1
Nathan,Beaulieu,MTL,D,64,0,2,2,0,2,0,2.5,11,4,1,0.00%,0.00%,47,1,0,0,0,0,47.5,0.74,51.1,0.8,284,4.44,15.20%,0.00%,100.00%,100.00%,,, ,2,0,45,9,45,9,2,16,37,4,7.7,90.2,0,0,111.2,90.9,-2.1
Taylor,Beck,NSH,LW,62,2,0,2,2,0,0,2.9,4,2,0,50.00%,33.30%,0,0,0,3,0,0,41.2,0.66,39.4,0.64,292.7,4.72,11.90%,50.00%,0.00%,50.00%,1,1,50.00%,4,1,17,5,17,5,3,12,17,2,0,89.5,1,0,52.5,90.2,-3.9
Matt,Beleskey,ANA,LW,65,4,0,4,4,0,0,2.4,15,11,4,26.70%,13.30%,0,0,8,4,3,0,100,1.54,98.4,1.51,238.7,3.67,29.20%,44.40%,0.00%,44.40%,2,5,28.60%,9,2,90,9,90,9,1,44,93,6,7.2,93.9,2,0,127.2,95.6,3.2
Pierre-Edouard,Bellemare,PHI,LW,81,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,0,0,0,2,0,0,7.3,0.09,5,0.06,404.2,4.99,1.20%,0.00%,0.00%,0.00%,7,5,58.30%,0,0,4,1,4,1,0,0,0,1,-87.5,0,0,0,49.4,84.6,-9.4
Brett,Bellemore,CAR,D,49,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.7,0.03,2.3,0.05,226.2,4.62,1.00%,0.00%,0.00%,0.00%,,, ,0,0,0,2,0,2,0,0,0,1,-87.4,0,0,0,-144,66.7,-27.2
Jamie,Benn,DAL,LW,82,10,13,23,10,8,5,4.7,54,25,11,18.50%,11.10%,53,1,6,11,11,6,292.5,3.57,291.5,3.56,172.9,2.11,62.80%,24.40%,31.70%,56.10%,85,78,52.10%,41,3,230,44,230,44,6,133,256,58,0.2,81.5,1,1,110.2,95.9,13.9
Jordie,Benn,DAL,D,73,0,2,2,0,2,0,2.4,2,1,4,0.00%,0.00%,15,0,2,0,2,0,49.7,0.68,50,0.69,373.3,5.11,11.80%,0.00%,50.00%,50.00%,,, ,4,1,25,10,25,10,4,15,29,11,-9.7,72.5,1,0,53.2,89.7,-2.9
Beau,Bennett,PIT,RW,49,0,0,0,0,0,0,0,9,2,4,0.00%,0.00%,0,0,1,7,2,0,36.8,0.75,37.8,0.77,200.8,4.1,15.80%,0.00%,0.00%,0.00%,0,0, ,0,0,21,7,21,7,1,17,26,5,-4.1,83.9,0,0,71.7,86.4,-8.6
Sam,Bennett,CGY,C,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.9,0.9,1.1,1.14,0,0,100.00%,0.00%,0.00%,0.00%,0,0, ,0,0,1,0,1,0,0,1,0,0,,,0,0,180,100,
Andre,Benoit,BUF,D,59,0,1,1,0,1,0,0.8,6,4,4,0.00%,0.00%,50,0,2,0,2,1,73,1.24,72.3,1.22,207.9,3.52,25.80%,0.00%,100.00%,100.00%,,, ,1,2,49,16,49,16,4,32,59,16,-5.1,78.7,0,0,76.4,85.9,-6
Sean,Bergenheim,MIN,LW,56,0,2,2,0,1,1,5.2,5,1,0,0.00%,0.00%,9,0,2,1,1,2,23.3,0.42,20.8,0.37,242,4.32,7.90%,0.00%,100.00%,100.00%,0,0, ,2,0,15,1,15,1,2,8,14,2,3.2,87.5,0,0,92.9,96.2,1.8
Patrice,Bergeron,BOS,C,81,4,10,14,4,6,4,4.4,42,31,22,9.50%,4.20%,53,1,8,10,6,1,189.8,2.34,196.9,2.43,163.8,2.02,54.60%,16.70%,41.70%,58.30%,181,106,63.10%,24,2,189,19,189,19,3,103,219,22,9,90.9,0,1,146.1,96.4,1.7
Patrik,Berglund,STL,C,77,0,1,1,0,1,0,1,2,4,2,0.00%,0.00%,11,0,1,0,1,0,60.8,0.79,55.2,0.72,323.5,4.2,14.60%,0.00%,33.30%,33.30%,7,6,53.80%,3,1,29,5,29,5,2,17,27,6,-6.4,81.8,0,0,64.2,90.7,-1.4
Steve,Bernier,NJD,RW,67,4,4,8,4,2,2,5.4,15,2,0,26.70%,23.50%,10,2,5,4,1,0,88.9,1.33,86.1,1.28,184,2.75,31.90%,30.80%,30.80%,61.50%,1,0,100.00%,13,2,50,15,50,15,5,27,65,15,-4.6,81.3,1,0,69.5,88.4,-3.7
Stu,Bickel,MIN,D,9,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,50.3,5.58,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,1,0,0,,
Bryan,Bickell,CHI,LW,80,1,2,3,1,1,1,3.1,4,3,3,25.00%,10.00%,8,0,3,1,0,1,58.8,0.73,53.9,0.67,372.5,4.66,12.60%,16.70%,33.30%,50.00%,0,0, ,6,2,41,10,41,10,1,23,32,12,-15.8,72.7,1,1,89.8,95.8,-0.5
Alex,Biega,VAN,D,7,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,0,0,1.3,0.19,1.2,0.17,17.3,2.47,6.50%,0.00%,0.00%,0.00%,,, ,0,0,3,0,3,0,0,0,1,0,0,100,0,0,270,100,5.3
Danny,Biega,CAR,D,10,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.3,0.03,1.1,0.11,32.4,3.24,3.20%,0.00%,0.00%,0.00%,,, ,0,0,1,0,1,0,0,1,1,0,2.9,100,0,0,180,,
Kevin,Bieksa,VAN,D,60,0,1,1,0,0,1,0.7,7,6,8,0.00%,0.00%,0,1,0,3,3,1,85.6,1.43,83.2,1.39,201.5,3.36,29.20%,0.00%,33.30%,33.30%,,, ,3,1,52,18,52,18,2,30,56,15,-8,78.9,2,0,68.7,90.6,-2.6
Anthony,Bitetto,NSH,D,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.3,0.04,0,0,43.3,6.19,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Nick,Bjugstad,FLA,C,72,7,5,12,7,3,2,4.3,41,14,10,17.10%,10.80%,26,3,8,6,5,0,166.8,2.32,162.4,2.26,196.2,2.72,45.30%,41.20%,29.40%,70.60%,77,63,55.00%,17,5,133,20,133,20,5,45,103,21,-2,83.1,3,0,100,92.5,1.5
Jesse,Blacker,ANA,D,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,1.9,1.92,0.00%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Jonathon,Blum,MIN,D,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.4,0.09,0.6,0.16,29.6,7.41,2.10%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Mike,Blunden,TBL,RW,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,7.4,3.72,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Troy,Bodie,TOR,RW,5,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,22.3,4.46,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Mikkel,Boedker,ARI,LW,45,3,9,12,3,4,5,5.6,16,6,9,18.80%,9.70%,27,0,4,3,3,1,127.7,2.84,124.9,2.78,103.7,2.3,54.60%,16.70%,50.00%,66.70%,0,0, ,18,1,103,16,103,16,2,58,106,16,4.3,86.9,0,1,116.1,95.3,8.7
Zach,Bogosian,BUF,D,62,0,2,2,0,1,1,1.2,18,3,19,0.00%,0.00%,12,3,2,1,0,2,99.1,1.6,91.8,1.48,214.1,3.45,30.00%,0.00%,33.30%,33.30%,,, ,6,0,63,9,63,9,4,44,61,8,1.3,88.4,2,0,93.3,92.2,2.9
Alexandre,Bolduc,ARI,C,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,11.7,3.91,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Jared,Boll,CBJ,RW,72,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.7,0.01,1.4,0.02,355.5,4.94,0.40%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,1,1,0,10.9,100,0,0,60,100,6.7
Dave,Bolland,FLA,C,53,0,5,5,0,2,3,4.2,5,5,4,0.00%,0.00%,14,0,2,2,1,0,71.1,1.34,65,1.23,184.6,3.48,26.00%,0.00%,62.50%,62.50%,40,27,59.70%,8,1,47,8,47,8,4,22,41,7,0.2,85.4,1,1,86.9,90.3,-1.2
Brandon,Bollig,CGY,LW,62,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,1,0,0,3.7,0.06,3.4,0.05,332.9,5.37,1.00%,0.00%,0.00%,0.00%,0,0, ,0,0,5,0,5,0,0,3,4,0,13.9,100,0,0,209.9,83.3,-9.6
Nick,Bonino,VAN,C,75,1,4,5,1,0,3,2.1,23,3,11,4.30%,2.70%,0,0,1,5,3,1,140,1.87,129.7,1.73,230.2,3.07,36.00%,16.70%,50.00%,66.70%,49,53,48.00%,6,0,94,27,94,27,4,46,92,26,-11.2,78,1,0,78,88.1,-6
David,Booth,TOR,LW,59,0,0,0,0,0,0,0,2,1,0,0.00%,0.00%,0,0,0,0,0,0,5.5,0.09,4.4,0.07,327.4,5.55,1.30%,0.00%,0.00%,0.00%,0,0, ,0,0,3,1,3,1,0,0,3,1,-7.6,75,1,0,43.4,100,6.7
Patrick,Bordeleau,COL,LW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,3.8,3.82,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Mark,Borowiecki,OTT,D,63,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,2.1,0.03,0.6,0.01,363.5,5.77,0.20%,0.00%,0.00%,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,5.9
Robert,Bortuzzo,STL,D,51,0,0,0,0,0,0,0,2,1,0,0.00%,0.00%,0,0,0,0,0,0,7,0.14,7,0.14,242.9,4.76,2.80%,0.00%,0.00%,0.00%,,, ,0,0,5,0,5,0,0,1,2,0,12.8,100,1,1,94.5,66.7,-28.9
Reid,Boucher,NJD,LW/C,11,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.9,0.08,0.7,0.07,34.4,3.12,2.10%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,100,11.1
Eric,Boulton,NYI,LW,10,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0.3,0.03,0.2,0.02,49.7,4.97,0.40%,0.00%,0.00%,0.00%,0,0, ,0,0,1,0,1,0,0,0,1,0,3.9,100,0,0,120,,
Lance,Bouma,CGY,C/LW,78,0,1,1,0,1,0,13.4,0,0,0,0.00%,0.00%,2,0,0,0,0,0,4.5,0.06,2.8,0.04,407.3,5.22,0.70%,0.00%,100.00%,100.00%,0,1,0.00%,1,0,1,0,1,0,0,1,2,0,13.3,100,0,0,53.7,100,6.6
Michael,Bournival,MTL,LW,29,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,1.3,0.04,0.7,0.02,155.9,5.38,0.40%,0.00%,0.00%,0.00%,0,0, ,0,0,1,0,1,0,0,1,0,0,,,0,0,142.1,100,8.3
Gabriel,Bourque,NSH,LW,69,0,0,0,0,0,0,0,2,3,0,0.00%,0.00%,0,0,1,0,3,0,19.4,0.28,18.4,0.27,352.9,5.11,4.90%,0.00%,0.00%,0.00%,0,0, ,0,1,17,2,17,2,1,6,12,3,-8.1,80,1,0,105.2,95.2,2
Rene,Bourque,CBJ,RW,51,2,1,3,2,0,1,3.9,5,2,2,40.00%,22.20%,0,0,2,3,1,0,46.4,0.91,49.9,0.98,182.6,3.58,21.50%,25.00%,12.50%,37.50%,0,0, ,8,1,30,8,30,8,1,31,30,8,-9.9,79,1,0,104.8,90.9,-3.1
Ryan,Bourque,NYR,C/LW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,3.6,3.63,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Jay,Bouwmeester,STL,D,72,0,4,4,0,3,1,2.7,13,9,5,0.00%,0.00%,29,0,1,5,1,0,89.4,1.24,83.6,1.16,243.3,3.38,25.60%,0.00%,57.10%,57.10%,,, ,7,1,60,14,60,14,3,17,57,14,-6.8,80.3,0,0,75.2,80,-14.3
Drayson,Bowman,MTL,LW,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,14.9,4.98,0.00%,0.00%,0.00%,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,
Johnny,Boychuk,NYI,D,72,5,10,15,5,5,5,4.7,53,23,29,9.40%,4.80%,34,1,5,8,3,0,192.1,2.67,181.4,2.52,191.9,2.67,48.60%,20.00%,40.00%,60.00%,,, ,25,2,145,20,145,20,3,67,173,26,-4.5,86.9,2,1,105.3,97.8,3.8
Zach,Boychuk,CAR,LW,31,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,0,0,1,0,0,0,8.1,0.26,7.9,0.26,155.2,5.01,4.90%,0.00%,0.00%,0.00%,0,0, ,1,0,4,1,4,1,1,3,5,0,13.4,100,0,0,66.5,84.6,-9.5
Brad,Boyes,FLA,RW,78,5,4,9,5,2,2,3.4,26,6,10,19.20%,11.90%,19,1,3,8,6,3,157.7,2.02,154.3,1.98,223.1,2.86,40.90%,35.70%,28.60%,64.30%,30,11,73.20%,14,1,119,18,119,18,7,54,96,17,1.7,85,2,0,99.7,92,0.5
Brian,Boyle,TBL,C,82,0,0,0,0,0,0,0,1,2,2,0.00%,0.00%,0,0,1,1,0,0,20.1,0.25,22,0.27,427.4,5.21,4.90%,0.00%,0.00%,0.00%,7,11,38.90%,1,1,8,3,8,3,1,9,9,6,-25.6,60,1,1,53.7,85.7,-9.1
Dan,Boyle,NYR,D,65,3,5,8,3,2,3,2.8,42,15,29,7.10%,3.50%,19,2,0,7,10,2,171.3,2.64,174.8,2.69,132.8,2.04,56.80%,17.60%,29.40%,47.10%,,, ,17,2,142,29,142,29,6,73,114,19,-2.4,85.7,0,0,107.9,93.9,5.2
Tyler,Bozak,TOR,C,82,12,6,18,12,3,2,3.7,54,15,8,22.20%,15.60%,23,0,4,9,4,1,289.3,3.53,277.9,3.39,182.2,2.22,60.40%,36.40%,15.20%,51.50%,178,149,54.40%,33,6,221,51,221,51,10,124,257,41,6.1,86.2,1,1,99.8,94.8,4.3
Derick,Brassard,NYR,C,80,6,12,18,6,5,6,4.9,43,10,15,14.00%,8.80%,44,0,3,5,9,2,219.8,2.75,216.8,2.71,163.9,2.05,57.00%,23.10%,42.30%,65.40%,85,89,48.90%,26,3,201,34,201,34,3,91,164,22,0.4,88.2,1,1,121.5,95.6,7.2
Justin,Braun,SJS,D,70,0,2,2,0,1,1,3.3,7,3,5,0.00%,0.00%,11,1,0,3,0,0,36.1,0.52,37,0.53,328.8,4.7,10.10%,0.00%,66.70%,66.70%,,, ,3,0,31,10,31,10,3,16,28,7,-8.1,80,1,0,96.4,91.3,1.5
TJ,Brennan,TOR,D,6,0,1,1,0,0,1,2.8,5,1,3,0.00%,0.00%,0,0,0,0,1,0,21.6,3.6,21.3,3.55,22.5,3.74,48.70%,0.00%,50.00%,50.00%,,, ,2,1,18,3,18,3,0,13,23,2,10.8,92,0,0,122.1,94.7,-5.3
Eric,Brewer,TOR,D,44,0,0,0,0,0,0,0,0,1,1,0.00%,0.00%,0,0,0,0,0,0,6.9,0.16,6.1,0.14,233.4,5.3,2.50%,0.00%,0.00%,0.00%,,, ,0,0,2,2,2,2,1,1,3,0,13.9,100,1,0,0,60,-34.2
