First Name,Last Name,End Team,Pos,GP,SHG,SHA,SHP,45G,45A1,45A2,SHPass,SHShot,SHMiss,SHBlkd,SHSh%,SHCoSH%,SHBlk,SHHitF,SHHitA,SHGive,SHTake,SHTOI,SHTOI/G,45TOI,45TOI/G,45TOF,45TOF/G,SH%,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBF,TmSHBA,TmSHSCF,TmSHSCA,SHSC%,SHRelSC%,SHPenT,SHPenD,SHCorsi,SHOZ%,SHRelOZ%
Zach,Parise,MIN,LW,74,0,0,0,0,0,0,0,2,0,1,0.00%,0.00%,3,1,1,0,1,29.8,0.4,23.5,0.32,313,4.23,7.00%,0,0, ,0,1,2,19,0,7,6,2,3,21,12.50%,-0.26,0,0,-74.2,30.8,24
David,Pastrnak,BOS,RW,46,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,1,2,0.04,0.4,0.01,222.5,4.84,0.20%,0,0, ,0,0,1,0,0,0,0,0,1,0,100.00%,83.82,0,0,60,,
Greg,Pateryn,MTL,D,17,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,1,4,0,1,0,8.7,0.51,10.1,0.6,82.1,4.83,11.00%,,, ,0,1,4,5,0,3,1,1,5,7,41.70%,26.28,0,0,-29.6,25,21.1
Joe,Pavelski,SJS,C,82,0,0,0,0,0,0,0,2,0,1,0.00%,0.00%,14,4,3,0,4,125.8,1.53,126.5,1.54,227.8,2.78,35.70%,76,72,51.40%,0,13,14,94,2,50,58,2,8,99,7.50%,-12.61,0,0,-93.4,4.7,-7.6
Tanner,Pearson,LAK,LW,42,0,0,0,0,0,0,0,2,0,1,0.00%,0.00%,0,0,0,0,0,19.1,0.45,16.7,0.4,203.3,4.84,7.60%,0,1,0.00%,1,2,6,10,1,4,8,1,7,11,38.90%,28.14,0,1,-54.1,80,75.3
Anthony,Peluso,WPG,RW,49,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.2,0,0.4,0.01,311.3,6.35,0.10%,0,0, ,0,1,0,1,0,0,0,0,0,2,0.00%,-15.43,0,1,-120,,
Stuart,Percy,TOR,D,9,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,1,0,0,3,1,15.7,1.74,15.7,1.74,34.3,3.81,31.30%,,, ,1,2,6,11,1,4,3,0,5,14,26.30%,15.5,0,0,-46,12.5,9.4
Mathieu,Perreault,WPG,C,62,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,3.2,0.05,3.8,0.06,393.9,6.35,0.90%,4,1,80.00%,0,0,0,1,1,1,0,2,0,1,0.00%,-15.4,0,1,15.9,20,13.6
David,Perron,PIT,LW,81,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1.1,0.01,0.3,0,404.1,4.99,0.10%,0,0, ,0,1,0,0,0,0,0,0,0,1,0.00%,-11.34,0,3,-60,,
Corey,Perry,ANA,RW,67,0,0,0,0,0,0,0,1,0,2,0.00%,0.00%,1,0,0,0,1,16.7,0.25,13.1,0.2,347.9,5.19,3.60%,0,0, ,0,1,1,5,1,6,3,2,2,5,28.60%,8.63,0,0,-50.4,33.3,24.5
Alex,Petrovic,FLA,D,33,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,2,0,2,0,0,26,0.79,21.9,0.66,113.3,3.43,16.20%,,, ,0,3,4,14,0,5,10,1,3,16,15.80%,2.11,0,2,-74,10,7.5
Jeff,Petry,MTL,D,78,0,1,1,0,1,0,7,3,0,0,0.00%,0.00%,9,6,3,10,6,133.3,1.71,131.1,1.68,236.2,3.03,35.70%,,, ,3,11,19,103,3,46,40,3,19,99,16.10%,1.2,2,2,-78.7,11.4,7.4
Dion,Phaneuf,TOR,D,70,0,1,1,0,0,0,0,3,0,0,0.00%,0.00%,26,7,3,13,5,194.2,2.77,196.8,2.81,171.6,2.45,53.40%,,, ,4,22,22,177,6,91,73,5,20,187,9.70%,-6.18,2,7,-99.4,4.7,-4.4
Chris,Phillips,OTT,D,36,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,12,20,2,0,0,107.6,2.99,111.9,3.11,104.9,2.92,51.60%,,, ,2,6,10,99,3,46,47,3,10,90,10.00%,-13.81,1,0,-96.5,5.7,-8.9
Alex,Pietrangelo,STL,D,81,0,0,0,0,0,0,0,4,2,0,0.00%,0.00%,38,8,5,7,8,249.6,3.08,246.3,3.04,172.6,2.13,58.80%,,, ,0,26,28,180,11,80,111,6,18,191,8.60%,-10.74,0,4,-85.7,3.8,-17.7
Steven,Pinizzotto,EDM,RW,18,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,0,0,0,1,4.7,0.26,4,0.22,87,4.83,4.40%,0,0, ,0,1,2,4,0,2,0,0,2,3,40.00%,26.25,0,1,-74.4,,
Brandon,Pirri,FLA,C,49,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,2.8,0.06,0.6,0.01,206.5,4.21,0.30%,0,1,0.00%,0,0,0,1,0,0,1,0,0,1,0.00%,-11.95,0,0,-120,0,-5.4
Joe,Piskula,NSH,D,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,3.1,3.06,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Tyler,Pitlick,EDM,RW/C,17,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,1,0,0.7,0.04,0.9,0.06,74.3,4.37,1.20%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Tomas,Plekanec,MTL,C,82,3,1,4,1,1,0,17,14,5,3,21.40%,13.60%,8,3,5,5,5,157.3,1.92,150.6,1.84,270.3,3.3,35.80%,59,86,40.70%,2,14,32,116,9,50,58,10,33,133,19.90%,12.09,2,1,-73.7,7.1,1.9
Emile,Poirier,CGY,LW/RW,6,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,27,4.5,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Roman,Polak,TOR,D,56,0,0,0,0,0,0,0,3,2,0,0.00%,0.00%,32,27,4,4,3,174.5,3.12,172.9,3.09,125,2.23,58.00%,,, ,2,17,18,141,7,85,73,8,16,167,8.70%,-11.68,0,2,-97.5,3.8,-5.2
Jason,Pominville,MIN,RW,82,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,2,0.02,0,0,385.6,4.7,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Chris,Porter,STL,LW,24,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,1,0,0,3.8,0.16,3.3,0.14,128.9,5.37,2.50%,0,0, ,0,0,0,3,0,1,0,0,0,3,0.00%,-17.17,0,0,-72.5,100,88.6
Paul,Postma,WPG,D,42,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,4.2,0.1,4.5,0.11,279.2,6.65,1.60%,,, ,0,0,1,1,1,1,4,1,0,2,0.00%,-18.77,0,0,-40.2,50,42.3
Corey,Potter,CGY,D,6,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1.9,0.31,1.6,0.26,14.2,2.36,9.90%,,, ,0,0,0,1,0,1,0,0,0,0,0.00%,,0,0,-76.9,,
Benoit,Pouliot,EDM,LW,58,1,0,1,1,0,0,0,4,2,0,25.00%,16.70%,7,6,1,1,6,66.3,1.14,58.8,1.01,181.6,3.13,24.50%,2,4,33.30%,1,6,12,44,6,16,19,3,17,39,30.40%,19.83,1,1,-64.3,5.9,1.2
Derrick,Pouliot,PIT,D,34,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,1,0,0,2.6,0.08,3.4,0.1,179.4,5.28,1.80%,,, ,0,1,0,0,1,1,1,0,1,1,50.00%,40.48,0,0,-35.5,20,11.1
Shane,Prince,OTT,LW/C,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,9.2,4.59,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Nate,Prosser,MIN,D,63,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,18,4,9,2,2,122.5,1.94,120.9,1.92,166.4,2.64,42.10%,,, ,0,7,9,98,3,53,55,4,12,108,10.00%,-3.29,1,0,-97.8,4.4,-8.1
Dalton,Prout,CBJ,D,63,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,16,22,4,1,1,147.4,2.34,139.7,2.22,249.9,3.97,35.90%,,, ,0,18,16,121,1,45,57,2,11,130,7.80%,-4.8,1,1,-95.3,3.7,-3.2
Brandon,Prust,MTL,LW,82,0,1,1,0,1,0,10,4,1,1,0.00%,0.00%,10,10,4,3,3,144.1,1.76,143.2,1.75,277.7,3.39,34.00%,2,5,28.60%,1,17,9,102,5,39,61,3,10,108,8.50%,-6.22,0,1,-84.2,5.4,-0.7
Matt,Puempel,OTT,LW,13,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.5,0.04,0.7,0.05,56.9,4.38,1.20%,0,0, ,0,0,1,0,0,0,0,0,0,0,0.00%,,0,0,60,0,-7.8
Teemu,Pulkkinen,DET,LW,31,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,173,5.58,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Teddy,Purcell,EDM,RW,82,0,0,0,0,0,0,0,6,0,2,0.00%,0.00%,5,1,1,1,8,91.4,1.12,83.6,1.02,275,3.35,23.30%,1,2,33.30%,0,11,14,60,4,26,33,5,14,60,18.90%,5.03,1,1,-76.8,6.4,1.1
Mark,Pysyk,BUF,D,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,6.6,0.94,4,0.58,36.8,5.25,9.90%,,, ,2,3,1,1,0,1,3,0,3,6,33.30%,33.33,0,0,-74.4,0,-2.7
Kyle,Quincey,DET,D,73,0,1,1,0,1,0,0,1,0,0,0.00%,0.00%,16,10,6,3,4,160.9,2.2,153.4,2.1,261.1,3.58,37.00%,,, ,0,16,20,115,7,53,64,4,18,104,14.80%,0.84,4,5,-84.9,11.8,4.9
Michael,Raffl,PHI,LW,67,1,0,1,1,0,0,0,5,2,0,20.00%,14.30%,12,8,3,1,2,62.7,0.94,58.8,0.88,302.4,4.51,16.30%,3,1,75.00%,1,8,8,34,3,22,35,0,8,52,13.30%,3.22,0,2,-88.7,10.5,6.2
Rickard,Rakell,ANA,C/RW,71,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,0,1,0,1,0,0.6,0.01,2.5,0.04,360.6,5.08,0.70%,0,0, ,0,0,1,1,0,0,0,0,1,1,50.00%,28.43,0,0,0,,
John,Ramage,CGY,D,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,6.1,6.14,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Brendan,Ranford,DAL,LW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,4,4.03,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Victor,Rask,CAR,C,80,0,0,0,0,0,0,0,5,2,0,0.00%,0.00%,3,0,3,0,1,35.3,0.44,33.9,0.42,285.1,3.56,10.60%,3,15,16.70%,0,3,9,16,6,7,12,0,7,15,31.80%,21,0,1,-40.7,0,-5.4
Ty,Rattie,STL,RW,11,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,50.7,4.61,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Mason,Raymond,CGY,LW,57,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,6.1,0.11,6.9,0.12,214.2,3.76,3.10%,0,0, ,0,0,2,6,0,4,1,0,2,6,25.00%,7.65,0,0,-78.4,50,36.9
Matt,Read,PHI,RW,80,0,1,1,0,0,0,0,9,4,6,0.00%,0.00%,12,3,3,6,8,160.7,2.01,154.1,1.93,273.1,3.41,36.10%,1,0,100.00%,0,27,26,98,5,60,68,7,14,121,10.40%,-0.16,0,1,-83.7,4.2,-1.2
Ryan,Reaves,STL,RW,81,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.4,0,0.2,0,419.7,5.18,0.00%,0,0, ,0,0,0,1,0,0,0,0,0,1,0.00%,-12.35,0,2,-60,,
Zach,Redmond,COL,D,59,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,2,1,0,1,2,18.3,0.31,18.6,0.31,249.9,4.24,6.90%,,, ,0,2,5,11,0,7,6,0,5,9,35.70%,25.92,0,0,-67.8,6.3,0.5
Dylan,Reese,ARI,D,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1.2,1.15,1.1,1.06,1.3,1.34,44.20%,,, ,0,0,1,2,0,1,1,0,1,3,25.00%,25,0,0,-169.8,,
Robyn,Regehr,LAK,D,67,0,1,1,0,1,0,7,1,1,0,0.00%,0.00%,26,15,5,5,0,173.8,2.59,169.1,2.52,158,2.36,51.70%,,, ,4,15,24,136,6,67,77,7,27,130,17.20%,0.66,2,0,-90.1,5.1,0.3
Peter,Regin,CHI,C,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,16.6,4.14,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Griffin,Reinhart,NYI,D,8,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,4.3,0.54,3.9,0.48,39.4,4.93,8.90%,,, ,0,1,1,6,0,2,3,0,1,8,11.10%,8.73,0,0,-171.4,0,-2.4
Max,Reinhart,CGY,C,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,20.1,5.02,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Sam,Reinhart,BUF,C,9,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,59.2,6.58,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Borna,Rendulic,COL,RW/C,11,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,70,6.37,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Mike,Ribeiro,NSH,C,82,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,2.4,0.03,1,0.01,374.9,4.57,0.30%,0,2,0.00%,0,0,0,0,0,0,1,0,0,0,0.00%,,0,0,-60,50,44.2
Brad,Richards,CHI,C,76,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1.6,0.02,0.6,0.01,323.6,4.26,0.20%,2,1,66.70%,0,0,0,0,0,1,0,0,0,1,0.00%,-14.76,0,0,-60,,
Mike,Richards,LAK,C,53,0,0,0,0,0,0,0,1,2,1,0.00%,0.00%,0,1,0,1,0,39,0.74,37.9,0.71,227.7,4.3,14.30%,10,16,38.50%,0,2,5,19,2,8,11,2,7,19,26.90%,15.19,0,1,-49.1,4.2,-2
Brad,Richardson,VAN,RW/C,45,1,0,1,1,0,0,0,2,0,0,50.00%,50.00%,1,6,1,0,1,88.3,1.96,90.9,2.02,168.3,3.74,35.10%,50,72,41.00%,1,9,10,61,4,34,36,0,9,73,11.00%,-8.36,0,1,-82.6,2.8,-5.8
Tobias,Rieder,ARI,RW/C,72,3,0,3,3,0,0,0,10,1,4,30.00%,20.00%,9,6,4,1,7,91.5,1.27,87.1,1.21,316.7,4.4,21.60%,0,2,0.00%,3,13,15,69,2,40,46,5,18,87,17.10%,10.38,0,1,-98.5,6.9,0.4
Morgan,Rielly,TOR,D,81,0,0,0,0,0,0,0,5,0,0,0.00%,0.00%,2,7,1,0,2,60.6,0.75,52.4,0.65,377.2,4.66,12.20%,,, ,1,9,15,38,5,18,16,2,15,41,26.80%,14.89,0,0,-66.4,18.9,13.5
Zac,Rinaldo,PHI,C/LW,58,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,2,1,1,1,3,15.8,0.27,13.8,0.24,310.1,5.35,4.20%,1,0,100.00%,0,0,5,14,0,3,5,0,1,12,7.70%,-3.65,0,0,-74.2,50,44.9
Rasmus,Rissanen,CAR,D,6,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,1,1,0,0,4.7,0.79,4.8,0.81,20.7,3.45,18.90%,,, ,0,3,2,3,1,1,0,0,1,4,20.00%,4.21,0,0,-49.7,50,44.4
Rasmus,Ristolainen,BUF,D,78,0,0,0,0,0,0,0,1,0,1,0.00%,0.00%,13,5,2,3,0,102.2,1.31,97.4,1.25,296.6,3.8,24.70%,,, ,1,19,9,77,4,39,35,3,8,96,7.70%,-0.02,0,0,-94.2,14.9,11.5
Brett,Ritchie,DAL,RW,31,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.1,0,0.1,0,145.8,4.7,0.10%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,0,-6.5
Colby,Robak,ANA,D,12,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,1,1,1,0,8.6,0.72,6.2,0.52,60.8,5.06,9.20%,,, ,0,1,3,4,0,4,3,0,2,6,25.00%,6.25,0,0,-87.2,20,18
Stephane,Robidas,TOR,D,52,0,1,1,0,0,1,0,1,0,0,0.00%,0.00%,16,10,11,3,1,113.6,2.18,111.2,2.14,165.2,3.18,40.20%,,, ,2,14,18,85,2,42,38,3,15,98,13.30%,-0.21,0,1,-83.1,3.5,-3.5
Bobby,Robins,BOS,RW/C,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,15.7,5.22,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Antoine,Roussel,DAL,LW,80,0,0,0,0,0,0,0,3,0,2,0.00%,0.00%,11,7,3,1,2,142,1.78,136.9,1.71,269.5,3.37,33.70%,0,2,0.00%,0,14,18,100,7,53,67,5,15,117,11.40%,-7.18,1,1,-89.4,4.2,-6.8
Derek,Roy,EDM,C,72,0,0,0,0,0,0,0,0,1,0,0.00%,0.00%,1,0,0,0,0,23.5,0.33,20.9,0.29,283.8,3.94,6.90%,4,7,36.40%,0,2,2,15,1,8,10,1,3,19,13.60%,1.57,0,1,-89,22.2,18.9
Michal,Rozsival,CHI,D,65,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,4,3,0,0,0,35,0.54,30.5,0.47,230.1,3.54,11.70%,,, ,0,8,3,20,2,10,13,1,4,18,18.20%,2.87,1,0,-88.6,13.3,5.7
Chad,Ruhwedel,BUF,D,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,9.3,2.32,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
David,Rundblad,CHI,D,49,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.5,0.01,0.3,0.01,214.6,4.38,0.10%,,, ,0,0,0,0,0,1,0,0,0,1,0.00%,-14.04,0,0,-60,,
Kris,Russell,CGY,D,79,0,0,0,0,0,0,0,1,0,1,0.00%,0.00%,26,6,3,4,7,104,1.32,99.6,1.26,190.5,2.41,34.30%,,, ,2,9,14,70,2,36,52,3,11,82,11.80%,-6.2,0,0,-87.9,18.3,9.9
Bryan,Rust,PIT,RW,14,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.2,0.01,0.2,0.02,78.9,5.64,0.30%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Tuomo,Ruutu,NJD,LW/RW,77,0,0,0,0,0,0,0,0,1,0,0.00%,0.00%,1,0,2,0,2,21,0.27,19,0.25,408.5,5.3,4.40%,0,0, ,0,1,1,19,1,7,7,0,2,21,8.70%,-1.76,1,0,-100.9,25,19.9
Bobby,Ryan,OTT,RW,78,0,0,0,0,0,0,0,1,1,0,0.00%,0.00%,1,1,0,0,0,12.4,0.16,11.9,0.15,397.8,5.1,2.90%,1,0,100.00%,0,2,1,9,1,3,1,0,0,9,0.00%,-15.93,0,1,-65.5,9.1,0.7
Kerby,Rychel,CBJ,LW,5,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,34.2,6.83,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Michael,Ryder,NJD,RW,47,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.9,0.02,1.3,0.03,268.1,5.7,0.50%,0,0, ,0,0,0,2,0,0,2,0,0,2,0.00%,-8.84,0,0,-184.6,,
Brandon,Saad,CHI,LW,82,0,0,0,0,0,0,0,5,1,1,0.00%,0.00%,2,1,3,1,4,88.7,1.08,84.2,1.03,264.3,3.22,24.20%,8,11,42.10%,0,10,11,67,5,21,28,4,10,58,14.70%,-0.58,1,2,-75.6,11.5,5.7
Miikka,Salomaki,NSH,RW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.9,0.92,1.4,1.38,3.9,3.87,26.30%,0,0, ,0,0,0,2,0,0,1,0,0,2,0.00%,-100,0,0,-130.4,,
Bryce,Salvador,NJD,D,15,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,8,4,0,1,0,60.6,4.04,65.8,4.39,22.2,1.48,74.80%,,, ,1,13,2,54,2,18,26,1,3,52,5.50%,0.45,1,0,-95.7,3,-12.8
Henrik,Samuelsson,ARI,C,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,19.6,6.54,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Philip,Samuelsson,ARI,D,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,0,0,0,0,11,2.74,9.9,2.48,12.1,3.02,45.10%,,, ,0,1,1,9,0,3,6,0,1,10,9.10%,-7.58,0,0,-108.9,8.3,8.3
Mike,Santorelli,NSH,C,79,1,1,2,1,1,0,5,4,1,0,25.00%,20.00%,0,0,0,2,2,44.1,0.56,42.6,0.54,333.9,4.23,11.30%,5,7,41.70%,2,4,8,37,4,17,15,1,10,42,19.20%,5.33,1,0,-81.7,53.9,49.5
David,Savard,CBJ,D,82,0,0,0,0,0,0,0,3,0,2,0.00%,0.00%,17,20,4,3,3,235.3,2.87,230.7,2.81,272.9,3.33,45.80%,,, ,2,26,23,216,7,70,68,9,26,191,12.00%,-1.23,1,1,-88.2,4.1,-2.1
Luca,Sbisa,VAN,D,76,0,0,0,0,0,0,0,2,1,0,0.00%,0.00%,29,11,5,8,5,153.5,2.02,148.5,1.95,264.2,3.48,36.00%,,, ,1,11,29,133,6,53,70,4,25,148,14.50%,-2.29,0,0,-91.7,6.4,2.8
Marco,Scandella,MIN,D,64,0,1,1,0,1,0,10,6,3,1,0.00%,0.00%,21,11,1,1,2,153.5,2.4,149.1,2.33,158.4,2.48,48.50%,,, ,2,8,18,101,9,51,74,3,17,116,12.80%,2.63,0,0,-81.3,4.5,-3.8
Colton,Sceviour,DAL,C,71,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,0,1,0,1,0,21.5,0.3,16.7,0.23,329.8,4.65,4.80%,1,1,50.00%,0,4,1,9,0,7,11,1,0,19,0.00%,-15.77,0,0,-104.5,20,12.2
Tim,Schaller,BUF,C,18,0,0,0,0,0,0,0,1,0,1,0.00%,0.00%,0,1,0,0,1,18.5,1.03,17.8,0.99,60.2,3.35,22.80%,4,10,28.60%,0,6,1,9,1,5,9,1,2,16,11.10%,6.23,0,0,-87.7,14.3,9.8
Mark,Scheifele,WPG,C,82,0,0,0,0,0,0,0,1,3,1,0.00%,0.00%,2,0,1,2,2,41.3,0.5,40.5,0.49,467.7,5.7,8.00%,9,26,25.70%,0,5,9,16,3,8,20,6,16,21,43.20%,29.94,0,3,-45.9,17.2,11.1
Brayden,Schenn,PHI,C,82,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,1,2,0,0,3.2,0.04,3.3,0.04,432.8,5.28,0.70%,0,0, ,0,0,0,0,0,0,2,1,0,1,0.00%,-10.57,0,0,-18.5,0,-5
Luke,Schenn,PHI,D,58,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,17,21,6,4,1,133.5,2.3,136.6,2.35,152.9,2.64,47.20%,,, ,0,17,13,100,4,51,57,5,13,113,10.30%,-1.49,0,1,-89.2,5.1,-0.5
Cameron,Schilling,WSH,D,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.1,0.02,0,0,24.6,6.15,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
David,Schlemko,CGY,D,44,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,10,1,2,0,0,49,1.11,46.2,1.05,154.1,3.5,23.10%,,, ,0,6,5,27,1,15,25,0,3,41,6.80%,-5.76,0,0,-87,7.7,-1
Nate,Schmidt,WSH,D,39,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,1,0,6.3,0.16,4.7,0.12,201.1,5.16,2.30%,,, ,0,1,0,3,0,0,1,0,0,3,0.00%,-12.94,0,0,-64.2,33.3,26.7
Jordan,Schroeder,MIN,C,25,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,2.2,0.09,2,0.08,101.9,4.07,1.90%,0,0, ,0,0,0,0,0,4,1,0,0,3,0.00%,-12.5,0,0,-150,,
Jeff,Schultz,LAK,D,9,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,0,1,1,0,13.2,1.47,14.1,1.57,25,2.77,36.10%,,, ,0,2,2,2,0,3,2,1,1,3,25.00%,16.67,0,0,-25.5,10,0.5
Justin,Schultz,EDM,D,81,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,7,0,1,2,1,28,0.35,23.6,0.29,326.6,4.03,6.70%,,, ,0,2,3,19,0,7,15,3,4,26,13.30%,-1.6,0,0,-94.1,21.1,16.5
Nick,Schultz,PHI,D,80,0,0,0,0,0,0,0,5,1,0,0.00%,0.00%,38,15,5,3,2,215.9,2.7,217.1,2.71,202.4,2.53,51.70%,,, ,0,26,33,137,8,79,104,6,19,173,9.90%,-1.52,0,0,-82.6,3.6,-2.4
Jaden,Schwartz,STL,LW/C,75,0,2,2,0,2,0,16,4,0,2,0.00%,0.00%,7,0,1,1,7,84.8,1.13,75.5,1.01,304.6,4.06,19.90%,2,7,22.20%,2,7,14,46,4,29,36,4,13,50,20.60%,10.15,0,0,-74.7,22.2,14.2
John,Scott,SJS,LW,38,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,154.2,4.06,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Rob,Scuderi,PIT,D,82,0,1,1,0,1,0,26,1,0,0,0.00%,0.00%,26,9,2,9,1,258.8,3.16,253.4,3.09,201.1,2.45,55.80%,,, ,1,30,25,255,2,106,110,7,20,268,6.90%,-8.79,0,1,-110.3,4.4,-4.4
