First Name,Last Name,End Team,Pos,GP,SHG,SHA,SHP,45G,45A1,45A2,SHPass,SHShot,SHMiss,SHBlkd,SHSh%,SHCoSH%,SHBlk,SHHitF,SHHitA,SHGive,SHTake,SHTOI,SHTOI/G,45TOI,45TOI/G,45TOF,45TOF/G,SH%,SHFOW,SHFOL,SHFO%,TmSHGF,TmSHGA,TmSHSVA,TmSHSVF,TmSHMF,TmSHMA,TmSHBF,TmSHBA,TmSHSCF,TmSHSCA,SHSC%,SHRelSC%,SHPenT,SHPenD,SHCorsi,SHOZ%,SHRelOZ%
Justin,Abdelkader,DET,LW,71,0,0,0,0,0,0,0,5,2,1,0.00%,0.00%,8,2,2,2,3,66.1,0.93,60,0.85,329.9,4.65,15.40%,0,0, ,0,5,9,43,2,23,28,1,11,57,16.20%,4.74,0,2,-87,2.1,-5.6
Will,Acton,EDM,C/RW,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,1,0,0,1,4.1,1.35,4.4,1.47,6,2.01,42.30%,1,1,50.00%,0,1,1,4,0,0,2,0,1,4,20.00%,-13.33,0,0,-81.4,0,-12.5
Luke,Adam,CBJ,C,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,19.8,6.59,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Craig,Adams,PIT,RW,70,0,1,1,0,1,0,11,6,0,1,0.00%,0.00%,16,14,1,2,2,178.8,2.55,166.6,2.38,227.7,3.25,42.30%,10,11,47.60%,2,14,20,142,1,71,77,5,13,146,8.20%,-2.75,0,1,-99.4,4.3,-0.8
Andrew,Agozzino,COL,LW,1,0,0,0,,,,0,,,,0.00%,0.00%,,,,,,0,0,,0,,0,0.00%,0,0, ,,,0,0,0,0,0,0,,,0.00%,,,,0,,
Jason,Akeson,PHI,RW,13,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.1,0.01,0,0,61.5,4.73,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Bryan,Allen,MTL,D,11,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,3,1,0,0,0,15.8,1.44,15.7,1.42,39.1,3.55,28.60%,,, ,0,2,2,12,0,4,14,0,0,14,0.00%,-30,0,0,-115,7.1,-0.2
Conor,Allen,NYR,D,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0.5,0.13,19.8,4.96,2.60%,,, ,0,0,0,0,0,0,0,1,1,0,100.00%,88.24,0,0,60,100,100
Mark,Alt,PHI,D,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,7.6,7.56,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Karl,Alzner,WSH,D,82,0,0,0,0,0,0,0,3,0,1,0.00%,0.00%,28,10,4,1,1,179.1,2.18,165.5,2.02,267.4,3.26,38.20%,,, ,1,14,31,124,6,62,78,4,23,118,16.30%,6.8,0,1,-85.6,7.8,3
Josh,Anderson,CBJ,RW,6,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,29.3,4.89,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Joakim,Andersson,DET,C,68,0,0,0,0,0,0,0,8,0,2,0.00%,0.00%,5,1,5,3,2,147.2,2.16,138,2.03,250.5,3.68,35.50%,52,57,47.70%,2,12,19,119,6,38,39,5,21,105,16.70%,5.18,1,1,-76.5,7.7,-0.2
Andy,Andreoff,LAK,LW/C,18,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.2,0.01,0,0,104.4,5.8,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Sven,Andrighetto,MTL,RW,12,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,67.9,5.66,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Mike,Angelidis,TBL,LW,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,22.9,7.63,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Artem,Anisimov,CBJ,C,52,0,3,3,0,2,1,13,7,5,2,0.00%,0.00%,3,2,4,1,3,104.4,2.01,102.7,1.98,207.2,3.99,33.10%,14,13,51.90%,3,12,17,87,8,30,31,4,20,84,19.20%,5.02,0,0,-74.8,10.5,4.8
Mark,Arcobello,ARI,C/RW,77,0,1,1,0,1,0,4,1,2,1,0.00%,0.00%,0,1,1,1,3,44.8,0.58,40.7,0.53,352.9,4.58,10.30%,5,13,27.80%,1,6,3,36,2,8,10,1,4,29,12.10%,0.42,0,1,-78.1,17.4,11.8
Joel,Armia,BUF,RW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,9.2,9.24,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Viktor,Arvidsson,NSH,LW,6,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,24.6,4.1,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Carter,Ashton,TOR,RW,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.5,0.08,0.8,0.11,40.5,5.79,1.90%,0,0, ,0,0,0,1,0,1,0,1,0,1,0.00%,-11.9,0,0,-60,,
Cam,Atkinson,CBJ,RW,78,1,0,1,1,0,0,0,3,1,0,33.30%,25.00%,7,0,2,1,8,76.3,0.98,66.8,0.86,414.7,5.32,13.90%,2,1,66.70%,1,4,5,60,2,18,26,2,3,46,6.10%,-7.04,1,0,-88,16.7,11.4
Keith,Aulie,EDM,D,31,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,4,1,0,2,1,21.4,0.69,19.4,0.63,123.9,4,13.60%,,, ,0,6,1,8,2,6,8,1,3,13,18.80%,6.25,0,0,-74.2,7.1,1
David,Backes,STL,C/RW,80,0,0,0,0,0,0,0,6,4,4,0.00%,0.00%,12,11,2,1,8,145.3,1.82,154.8,1.94,259,3.24,37.40%,81,77,51.30%,0,14,20,105,7,60,65,6,13,110,10.60%,-3.37,0,2,-81.8,4.4,-8.9
Mikael,Backlund,CGY,C,52,2,0,2,2,0,0,0,6,1,1,33.30%,25.00%,7,3,0,4,7,75.3,1.45,73.3,1.41,121.2,2.33,37.70%,29,45,39.20%,2,10,10,45,2,25,31,1,9,63,12.50%,-4.81,0,0,-78.6,10.3,-2.3
Nicklas,Backstrom,WSH,C,82,0,0,0,0,0,0,0,5,1,1,0.00%,0.00%,8,1,0,0,2,79.1,0.96,83.9,1.02,349,4.26,19.40%,47,62,43.10%,0,9,11,64,1,42,42,2,5,77,6.10%,-6.81,0,1,-102.3,2.5,-4.6
Sven,Baertschi,VAN,LW,18,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,67.2,3.73,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,1,0,,
Casey,Bailey,TOR,C,6,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,32.3,5.38,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Josh,Bailey,NYI,LW/C,70,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,1,0,0,0,0,11.4,0.16,10.6,0.15,269.1,3.84,3.80%,2,3,40.00%,0,1,2,10,1,2,4,0,2,10,16.70%,0.5,0,0,-79.4,40,33
Keith,Ballard,MIN,D,14,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,2,3,0,0,0,10.2,0.73,11.6,0.83,64.5,4.61,15.30%,,, ,0,0,1,9,1,1,4,2,2,11,15.40%,7.69,0,2,-51.6,9.1,5.7
Mark,Barberio,TBL,D,52,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,5,1,1,0,2,42.1,0.81,35.8,0.69,211.5,4.07,14.50%,,, ,0,2,2,30,1,17,14,1,3,30,9.10%,-6.83,0,0,-98.8,11.5,7.3
Aleksander,Barkov,FLA,C,71,0,0,0,0,0,0,0,1,0,1,0.00%,0.00%,2,0,3,1,0,32.5,0.46,26.5,0.37,301.8,4.25,8.10%,9,14,39.10%,0,2,4,22,1,12,9,1,3,22,12.00%,1.24,1,0,-88.3,21.7,16.9
Tyson,Barrie,COL,D,80,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,1,0,0,1,16.4,0.2,17.8,0.22,373.1,4.66,4.50%,,, ,0,1,3,12,2,4,4,0,3,14,17.60%,8.16,0,1,-54.1,0,-5.2
Matt,Bartkowski,BOS,D,47,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,5,8,2,1,1,52.6,1.12,52,1.11,153.4,3.26,25.30%,,, ,2,6,18,40,4,16,15,2,14,40,25.90%,13.43,0,0,-58.8,27,19.6
Victor,Bartley,NSH,D,37,0,0,0,0,0,0,0,1,0,1,0.00%,0.00%,4,4,2,0,0,21.9,0.59,22.5,0.61,153.6,4.15,12.80%,,, ,0,6,6,15,1,9,9,1,6,27,18.20%,7.07,0,0,-82.8,20,14.4
Kyle,Baun,CHI,RW,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,11.6,3.87,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Jay,Beagle,WSH,RW/C,62,0,1,1,0,1,0,26,2,2,0,0.00%,0.00%,8,4,4,0,5,115.6,1.86,113.7,1.83,200.5,3.23,36.20%,46,43,51.70%,1,14,25,92,4,49,41,4,19,103,15.60%,5.26,0,0,-85.5,8.4,3.3
Francois,Beauchemin,ANA,D,64,0,1,1,0,0,0,0,2,3,0,0.00%,0.00%,17,13,3,3,4,142.5,2.23,138.3,2.16,191.5,2.99,41.90%,,, ,0,19,22,104,14,61,50,4,27,108,20.00%,-1.31,1,1,-84.1,11.2,3.3
Nathan,Beaulieu,MTL,D,64,0,0,0,0,0,0,0,0,1,0,0.00%,0.00%,2,0,0,1,0,16,0.25,14.8,0.23,310.1,4.85,4.50%,,, ,0,0,4,8,1,4,7,1,3,8,27.30%,14.77,0,0,-52.8,15.4,9.7
Taylor,Beck,NSH,LW,62,0,0,0,0,0,0,0,1,3,0,0.00%,0.00%,0,1,0,1,1,26.1,0.42,23.8,0.38,244.3,3.94,8.90%,0,0, ,0,7,6,15,4,6,6,1,8,16,33.30%,24.4,0,0,-57.9,46.2,42.2
Matt,Beleskey,ANA,LW,65,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,1,2,0,0,1,17.2,0.26,18.2,0.28,329.5,5.07,5.20%,1,0,100.00%,0,4,3,12,2,9,7,1,2,18,10.00%,-13.79,1,0,-85.6,28.6,19.8
Pierre-Edouard,Bellemare,PHI,LW,81,0,0,0,0,0,0,0,6,2,2,0.00%,0.00%,19,5,1,4,1,167.2,2.06,162.5,2.01,266.9,3.29,37.80%,58,73,44.30%,0,17,21,121,4,68,80,5,12,141,7.80%,-4.23,0,2,-94.5,6,1.6
Brett,Bellemore,CAR,D,49,0,0,0,0,0,0,0,1,0,0,0.00%,0.00%,6,15,5,0,3,48.2,0.98,44.8,0.91,160.9,3.28,21.80%,,, ,0,6,10,26,4,9,13,0,8,25,24.20%,12.15,0,0,-53.6,12.1,7.2
Jamie,Benn,DAL,LW,82,2,3,5,1,2,1,12,8,3,3,25.00%,14.30%,3,7,5,0,9,121.2,1.48,121.5,1.48,290.8,3.55,29.50%,16,17,48.50%,4,12,20,90,11,39,50,5,23,97,19.20%,4.07,0,2,-74.6,13.9,8.3
Jordie,Benn,DAL,D,73,0,0,0,0,0,0,0,2,1,0,0.00%,0.00%,17,8,1,4,2,132.5,1.82,131.8,1.81,237.9,3.26,35.70%,,, ,4,15,18,99,8,45,56,8,22,114,16.20%,-0.29,0,2,-80.6,15.1,8.8
Beau,Bennett,PIT,RW,49,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.8,0.02,0.9,0.02,254.8,5.2,0.30%,0,0, ,0,1,0,0,0,1,0,0,0,2,0.00%,-9.24,0,0,-120,,
Sam,Bennett,CGY,C,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,6.1,6.14,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Andre,Benoit,BUF,D,59,1,0,1,1,0,0,0,2,1,0,50.00%,33.30%,9,4,0,2,1,74.6,1.26,70.3,1.19,225.4,3.82,23.80%,,, ,2,9,4,60,3,36,31,1,7,71,9.00%,-0.12,0,0,-107.5,5.5,1.3
Sean,Bergenheim,MIN,LW,56,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,1,0,0,6.4,0.11,6,0.11,276.7,4.94,2.10%,1,0,100.00%,0,2,0,5,0,0,0,0,0,4,0.00%,-9.13,0,1,-69.8,0,-9.6
Patrice,Bergeron,BOS,C,81,1,1,2,1,1,0,6,6,5,2,16.70%,7.70%,11,3,4,2,7,141.4,1.75,151,1.86,242.6,2.99,38.40%,132,108,55.00%,4,17,19,102,7,43,54,6,18,110,14.10%,-1.98,1,1,-71.5,5.2,-10.9
Patrik,Berglund,STL,C,77,0,0,0,0,0,0,0,6,1,0,0.00%,0.00%,5,3,0,1,3,66.5,0.86,59.4,0.77,333.2,4.33,15.10%,7,6,53.80%,0,10,13,26,6,24,31,2,13,46,22.00%,11.8,0,0,-70.7,12,2.9
Steve,Bernier,NJD,RW,67,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.3,0,0,0,362.5,5.41,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,1,0,,
Stu,Bickel,MIN,D,9,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0.1,0.01,38.7,4.3,0.10%,,, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Bryan,Bickell,CHI,LW,80,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.1,0,0.2,0,341.7,4.27,0.10%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Alex,Biega,VAN,D,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,1,0,0,0,2,0.28,1.6,0.23,36.6,5.23,4.30%,,, ,0,0,0,4,0,0,0,0,0,3,0.00%,-9.52,0,0,-147.2,0,0
Danny,Biega,CAR,D,10,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.1,0.01,0,0,21.1,2.11,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Kevin,Bieksa,VAN,D,60,0,1,1,0,0,1,0,5,0,1,0.00%,0.00%,8,11,1,6,4,112.7,1.88,110.8,1.85,225.8,3.76,32.90%,,, ,1,5,31,70,5,37,40,5,26,83,23.90%,8.35,1,1,-59.6,6.9,1.2
Anthony,Bitetto,NSH,D,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.2,0.03,0,0,35.8,5.12,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Nick,Bjugstad,FLA,C,72,0,0,0,0,0,0,0,1,2,0,0.00%,0.00%,1,1,0,0,2,37.2,0.52,36.4,0.51,312.8,4.34,10.40%,18,12,60.00%,0,7,2,18,3,14,8,3,3,29,9.40%,-1.69,0,0,-64.3,14.8,8.7
Jesse,Blacker,ANA,D,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,10.3,10.32,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Jonathon,Blum,MIN,D,4,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1,0.24,1.3,0.34,26.4,6.59,4.80%,,, ,0,0,0,0,0,1,0,0,0,1,0.00%,-13.04,0,0,-44.8,100,94.4
Mike,Blunden,TBL,RW,2,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,6.1,3.03,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Troy,Bodie,TOR,RW,5,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,17.7,3.54,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Mikkel,Boedker,ARI,LW,45,0,0,0,0,0,0,0,0,1,0,0.00%,0.00%,0,0,0,0,0,4,0.09,4.3,0.1,238.5,5.3,1.80%,0,0, ,0,2,0,0,2,2,2,0,2,5,28.60%,22.13,0,0,-56.1,,
Zach,Bogosian,BUF,D,62,0,0,0,0,0,0,0,4,0,2,0.00%,0.00%,16,7,1,5,0,155.7,2.51,147.2,2.37,227.1,3.66,39.30%,,, ,0,15,27,119,10,49,52,5,27,130,17.20%,3.68,2,1,-78.7,6.4,1.2
Alexandre,Bolduc,ARI,C,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,22.8,7.61,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Jared,Boll,CBJ,RW,72,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,439.5,6.1,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,1,1,0,,
Dave,Bolland,FLA,C,53,1,0,1,0,0,0,0,1,0,0,100.00%,100.00%,3,6,1,2,4,94.4,1.78,93.5,1.76,149.4,2.82,38.50%,48,79,37.80%,0,13,5,67,3,27,33,1,5,57,8.10%,-7.72,3,1,-84.1,9.4,2.5
Brandon,Bollig,CGY,LW,62,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,2.3,0.04,1,0.02,237.5,3.83,0.40%,0,0, ,0,0,0,1,0,0,0,0,0,1,0.00%,-13.46,0,1,-60,,
Nick,Bonino,VAN,C,75,0,0,0,0,0,0,0,7,1,2,0.00%,0.00%,23,1,3,1,7,147.4,1.97,145.8,1.94,259,3.45,36.00%,84,110,43.30%,0,13,13,107,3,45,78,4,11,123,8.20%,-13.16,0,1,-91.8,1.2,-6.8
David,Booth,TOR,LW,59,0,1,1,0,1,0,19,9,4,3,0.00%,0.00%,1,3,2,3,2,77.9,1.32,73.3,1.24,231.2,3.92,24.10%,1,5,16.70%,1,6,18,68,5,26,27,4,16,68,19.00%,8.69,0,1,-81,16.3,10.8
Patrick,Bordeleau,COL,LW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,5.3,5.28,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Mark,Borowiecki,OTT,D,63,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,28,21,6,3,0,138.5,2.2,136.8,2.17,178,2.83,43.40%,,, ,1,13,14,103,5,47,58,5,16,100,13.80%,-0.24,1,1,-86,3,-7
Robert,Bortuzzo,STL,D,51,0,0,0,0,0,0,0,2,0,0,0.00%,0.00%,5,10,2,0,0,50.9,1,44.7,0.88,243.6,4.78,15.50%,,, ,1,5,8,37,1,10,18,2,8,38,17.40%,6.89,1,1,-77.9,23.3,18.2
Reid,Boucher,NJD,LW/C,11,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,71.4,6.49,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Eric,Boulton,NYI,LW,10,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,46.8,4.68,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Lance,Bouma,CGY,C/LW,78,0,1,1,0,0,1,0,5,1,4,0.00%,0.00%,20,2,2,1,8,138.4,1.77,138.9,1.78,137.8,1.77,50.20%,0,8,0.00%,1,18,13,109,1,56,70,7,12,127,8.60%,-14.9,0,1,-99.8,4.1,-20
Michael,Bournival,MTL,LW,29,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,4.9,0.17,5.2,0.18,141.5,4.88,3.50%,0,0, ,0,0,0,4,0,2,2,0,0,4,0.00%,-16.67,0,0,-92.7,0,-7.9
Gabriel,Bourque,NSH,LW,69,0,0,0,0,0,0,0,5,2,1,0.00%,0.00%,4,4,3,1,4,79.1,1.15,74.8,1.08,245.3,3.56,23.40%,0,2,0.00%,0,7,9,55,5,28,34,3,10,60,14.30%,1.73,0,0,-85.8,3.1,-3.6
Rene,Bourque,CBJ,RW,51,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,1,0,0,0,0,2.7,0.05,2.6,0.05,309.2,6.06,0.80%,0,0, ,0,0,0,3,0,0,1,0,0,0,0.00%,,0,0,-92.3,,
Ryan,Bourque,NYR,C/LW,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.4,0.4,0.4,0.41,3.5,3.48,10.50%,0,0, ,0,0,0,0,0,1,0,0,0,0,0.00%,,0,0,-60,,
Jay,Bouwmeester,STL,D,72,0,0,0,0,0,0,0,1,2,1,0.00%,0.00%,17,5,5,1,0,203.2,2.82,203.1,2.82,162.7,2.26,55.50%,,, ,0,21,25,144,8,68,89,5,16,155,9.40%,-7.88,1,1,-83.9,4.4,-11.5
Drayson,Bowman,MTL,LW,3,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,4.7,1.56,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Johnny,Boychuk,NYI,D,72,0,1,1,0,1,0,10,2,1,1,0.00%,0.00%,27,18,4,8,4,147.1,2.04,141.7,1.97,153,2.13,48.10%,,, ,3,18,27,100,5,38,66,10,22,118,15.70%,-1.65,1,1,-74.9,5.6,-6.6
Zach,Boychuk,CAR,LW,31,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0.1,0,0,0,152.1,4.91,0.00%,0,0, ,0,0,0,1,0,0,1,0,0,2,0.00%,-9.45,0,0,-120,,
Brad,Boyes,FLA,RW,78,0,0,0,0,0,0,0,0,1,0,0.00%,0.00%,0,0,0,0,0,4.2,0.05,1.3,0.02,363.8,4.66,0.40%,2,0,100.00%,0,0,0,0,1,0,1,1,1,0,100.00%,89.14,0,0,45.5,100,94.1
Brian,Boyle,TBL,C,82,3,0,3,2,0,0,0,11,3,3,27.30%,17.60%,26,3,3,0,13,197.3,2.41,194.6,2.37,221.4,2.7,46.80%,99,129,43.40%,3,17,18,165,8,73,93,8,23,169,12.00%,-2.37,3,2,-95.9,3.6,-3.4
Dan,Boyle,NYR,D,65,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,4,3,1,1,2,56.4,0.87,51.7,0.8,237.8,3.66,17.90%,,, ,1,5,10,28,2,13,21,1,10,33,23.30%,4.31,2,0,-61.5,26.9,22.1
Tyler,Bozak,TOR,C,82,2,0,2,2,0,0,0,7,2,0,28.60%,22.20%,2,1,0,0,4,57.2,0.7,61.2,0.75,372.3,4.54,14.10%,76,79,49.00%,2,9,10,45,3,33,21,2,11,57,16.20%,2.81,0,3,-89.2,2,-6.8
Derick,Brassard,NYR,C,80,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,1,1,0,19.4,0.24,17,0.21,358.5,4.48,4.50%,17,11,60.70%,0,2,1,11,0,6,8,1,0,17,0.00%,-21.03,0,1,-88.3,25.9,19.6
Justin,Braun,SJS,D,70,0,0,0,0,0,0,0,3,0,0,0.00%,0.00%,25,5,4,1,1,152.1,2.17,151.6,2.17,153.8,2.2,49.60%,,, ,1,21,22,124,7,56,87,1,17,131,11.50%,-9.29,0,1,-101.7,7.1,-5
TJ,Brennan,TOR,D,6,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,2.8,0.46,1.1,0.18,25.4,4.24,4.10%,,, ,0,0,0,3,0,0,0,0,0,1,0.00%,-13.64,0,1,-163.6,0,-3.3
Eric,Brewer,TOR,D,44,0,1,1,0,0,1,0,0,1,1,0.00%,0.00%,13,6,1,1,0,94.1,2.14,92.3,2.1,155.9,3.54,37.20%,,, ,2,15,14,96,2,38,38,6,13,114,10.20%,-9.62,3,0,-106,7.3,1.1
Daniel,Briere,COL,C,57,0,0,0,0,0,0,0,0,0,1,0.00%,0.00%,0,0,0,0,0,1.8,0.03,1.8,0.03,283.5,4.97,0.60%,0,1,0.00%,0,0,0,0,0,0,0,1,1,0,100.00%,91.03,0,1,33.5,0,-5
TJ,Brodie,CGY,D,81,1,2,3,0,1,1,12,6,1,1,16.70%,12.50%,14,1,7,7,7,166.6,2.06,163.2,2.01,133.8,1.65,54.90%,,, ,3,20,32,110,5,60,63,8,27,127,17.50%,4.46,0,0,-75.4,9.4,-4.4
Jonas,Brodin,MIN,D,71,0,1,1,0,0,1,0,1,0,1,0.00%,0.00%,23,3,1,3,3,159.7,2.25,149,2.1,184.3,2.6,44.70%,,, ,1,12,14,115,9,44,59,7,14,121,10.40%,-4.19,0,2,-80.1,11,3.8
Kyle,Brodziak,MIN,C,73,1,0,1,1,0,0,0,4,4,2,25.00%,10.00%,16,1,4,1,8,174,2.38,166.5,2.28,180.6,2.47,48.00%,66,66,50.00%,1,14,12,116,8,63,79,7,15,131,10.30%,-4.01,0,3,-87.9,5.5,-6.7
Julien,Brouillette,WPG,D,1,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,12.1,12.09,0.00%,,, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Troy,Brouwer,WSH,RW,82,2,0,2,1,0,0,0,8,2,1,25.00%,18.20%,13,6,3,4,9,172.4,2.1,175.1,2.14,257.8,3.14,40.50%,52,46,53.10%,1,17,21,133,5,75,76,3,18,154,10.50%,-1.94,2,1,-92.9,3,-5.5
Chris,Brown,WSH,C,5,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,34.3,6.86,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,0,0,0,,
Dustin,Brown,LAK,RW/LW,82,0,0,0,0,0,0,0,8,1,2,0.00%,0.00%,5,7,1,2,5,108.9,1.33,102.6,1.25,292.6,3.57,26.00%,1,2,33.30%,0,8,11,67,5,31,49,3,11,77,12.50%,-4.43,0,3,-79.6,3.2,-3
J.T.,Brown,TBL,RW,52,0,0,0,0,0,0,0,2,1,0,0.00%,0.00%,4,2,2,0,0,55.8,1.07,53.6,1.03,236.4,4.55,18.50%,1,1,50.00%,0,4,5,52,2,16,28,3,6,49,10.90%,-3.55,0,1,-100.7,5.5,-0.2
Mike,Brown,SJS,RW,12,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,61.7,5.14,0.00%,0,0, ,0,0,0,0,0,0,0,0,0,0,0.00%,,1,0,0,,
Patrick,Brown,CAR,C,7,0,0,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,0,0,0,1.9,0.26,2,0.29,42.2,6.03,4.50%,0,0, ,0,0,0,2,0,1,0,0,0,1,0.00%,-5.13,0,0,-89.6,0,0
